Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
42057,,,None,igmobile.in,tcp,2083,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /
Destination Page: /login/

Page : /cPanel_magic_revision_1386192030
Destination Page: /login/

Page : /cPanel_magic_revision_1615751927
Destination Page: /login/

Page : /.
Destination Page: /login/

Page : /POST
Destination Page: /login/

Page : /GET
Destination Page: /login/

Page : /%2B_detect_timezone()%2B
Destination Page: /login/

Page : /cPanel_magic_revision_1581780512
Destination Page: /login/",,,,,None,,,,07-10-2009,12-06-2020,,,
42057,,,None,igmobile.in,tcp,2087,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /
Destination Page: /login/

Page : /cPanel_magic_revision_1386192030
Destination Page: /login/

Page : /cPanel_magic_revision_1615751927
Destination Page: /login/

Page : /.
Destination Page: /login/

Page : /POST
Destination Page: /login/

Page : /GET
Destination Page: /login/

Page : /%2B_detect_timezone()%2B
Destination Page: /login/",,,,,None,,,,07-10-2009,12-06-2020,,,
42057,,,None,igmobile.in,tcp,2096,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /
Destination Page: /login/

Page : /cPanel_magic_revision_1386192030
Destination Page: /login/

Page : /cPanel_magic_revision_1615751927
Destination Page: /login/

Page : /.
Destination Page: /login/

Page : /POST
Destination Page: /login/

Page : /GET
Destination Page: /login/

Page : /%2B_detect_timezone()%2B
Destination Page: /login/

Page : /cPanel_magic_revision_1581780512
Destination Page: /login/",,,,,None,,,,07-10-2009,12-06-2020,,,
43111,,,None,igmobile.in,tcp,80,HTTP Methods Allowed (per directory),"This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.",n/a,"http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods GET HEAD OPTIONS POST are allowed on : 

    /pipermail


Based on tests of each method : 

  - HTTP methods ACL BASELINE-CONTROL BCOPY BDELETE BMOVE BPROPFIND 
    BPROPPATCH CHECKIN CHECKOUT COPY DEBUG DELETE GET HEAD INDEX 
    LABEL LOCK MERGE MKACTIVITY MKCOL MKWORKSPACE MOVE NOTIFY OPTIONS 
    ORDERPATCH PATCH POLL POST PROPFIND PROPPATCH PUT REPORT 
    RPC_IN_DATA RPC_OUT_DATA SEARCH SUBSCRIBE TRACE UNCHECKOUT UNLOCK 
    UNSUBSCRIBE UPDATE VERSION-CONTROL are allowed on : 

    /wp-content/plugins

  - HTTP methods ACL BASELINE-CONTROL BCOPY BDELETE BMOVE BPROPFIND 
    BPROPPATCH CHECKIN CHECKOUT COPY DEBUG DELETE GET HEAD INDEX 
    LABEL LOCK MERGE MKACTIVITY MKCOL MKWORKSPACE MOVE NOTIFY OPTIONS 
    ORDERPATCH PATCH POLL POST PROPFIND PROPPATCH PUT REPORT 
    RPC_IN_DATA RPC_OUT_DATA SEARCH SUBSCRIBE TRACE UNCHECKOUT UNLOCK 
    UNSUBSCRIBE UPDATE VERSION-CONTROL X-MS-ENUMATTS are allowed on : 

    /
    /cart
    /controlpanel
    /pipermail
    /wp-content

  - Invalid/unknown HTTP methods are allowed on :

    /
    /cart
    /controlpanel
    /pipermail
    /wp-content
    /wp-content/plugins
",,,,,None,,,,10-12-2009,19-03-2019,,,
48204,,,None,igmobile.in,tcp,80,Apache HTTP Server Version,"It is possible to obtain the version number of the remote Apache HTTP
server.","The remote host is running the Apache HTTP Server, an open source web
server. It was possible to read the version number from the banner.",n/a,https://httpd.apache.org/,"URL        : http://igmobile.in/
  Version    : unknown
  backported : 0",,,,,None,,IAVT:0001-T-0530,,30-07-2010,22-09-2020,,,
49704,,,None,igmobile.in,tcp,80,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"8 external URLs were gathered on this web server : 
URL...                                  - Seen on...

http://fonts.googleapis.com             - /cart/
http://fonts.googleapis.com/css?family=Montserrat%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100i%2C200i%2C300i%2C400i%2C500i%2C600i%2C700i%2C800i%2C900i&subset=latin&display=swap&ver=5.7 - /cart/
http://fonts.googleapis.com/css?family=Rubik%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100i%2C200i%2C300i%2C400i%2C500i%2C600i%2C700i%2C800i%2C900i&subset=latin&display=swap&ver=5.7 - /cart/

https://cpanel.fluentsolution.in        - /controlpanel
https://fonts.gstatic.com               - /cart/
https://gmpg.org/xfn/11                 - /cart/
https://igmobile.in:2083                - /controlpanel
https://igmobile.in:2083/unprotected/loader.html?random=rdIpVfRWXEc1Sdh9&goto_uri= - /controlpanel",,,,,None,,,,04-10-2010,19-08-2011,,,
49704,,,None,igmobile.in,tcp,2083,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"2 external URLs were gathered on this web server : 
URL...                                  - Seen on...

https://go.cpanel.net/ie11deprecation   - /
https://go.cpanel.net/privacy           - /",,,,,None,,,,04-10-2010,19-08-2011,,,
49704,,,None,igmobile.in,tcp,2087,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"2 external URLs were gathered on this web server : 
URL...                                  - Seen on...

https://go.cpanel.net/ie11deprecation   - 
https://go.cpanel.net/privacy           -",,,,,None,,,,04-10-2010,19-08-2011,,,
49704,,,None,igmobile.in,tcp,2096,External URLs,Links to external sites were gathered.,"Nessus gathered HREF links to external sites by crawling the remote
web server.",n/a,,"2 external URLs were gathered on this web server : 
URL...                                  - Seen on...

https://go.cpanel.net/ie11deprecation   - 
https://go.cpanel.net/privacy           -",,,,,None,,,,04-10-2010,19-08-2011,,,
49705,,,None,igmobile.in,tcp,80,Web Server Harvested Email Addresses,Email addresses were harvested from the web server.,"Nessus harvested HREF mailto: links and extracted email addresses by
crawling the remote web server.",n/a,,"

The following email address has been gathered :


- 'mghemani@gmail.com', referenced from :
   /cart/
",,,,,None,,,,04-10-2010,24-05-2018,,,
50344,,,None,igmobile.in,tcp,80,Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header,"The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","
The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - http://igmobile.in/cart/
  - http://igmobile.in/controlpanel
  - http://igmobile.in/pipermail/
  - http://igmobile.in/wp-content/
  - http://igmobile.in/wp-content/plugins/
  - http://igmobile.in/wp-content/plugins/ocean-extra/
  - http://igmobile.in/wp-content/plugins/ocean-product-sharing/
  - http://igmobile.in/wp-content/plugins/ocean-social-sharing/
  - http://igmobile.in/wp-content/plugins/ti-woocommerce-wishlist/
  - http://igmobile.in/wp-content/themes/
",,,,,None,,,,26-10-2010,19-01-2021,,,
50344,,,None,igmobile.in,tcp,2083,Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header,"The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - https://igmobile.in:2083/
  - https://igmobile.in:2083/%2B_detect_timezone()%2B
  - https://igmobile.in:2083/.
  - https://igmobile.in:2083/GET
  - https://igmobile.in:2083/POST
  - https://igmobile.in:2083/cPanel_magic_revision_1386192030
  - https://igmobile.in:2083/cPanel_magic_revision_1581780512
  - https://igmobile.in:2083/cPanel_magic_revision_1615751927
  - https://igmobile.in:2083/resetpass",,,,,None,,,,26-10-2010,19-01-2021,,,
50344,,,None,igmobile.in,tcp,2087,Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header,"The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - https://igmobile.in:2087/
  - https://igmobile.in:2087/%2B_detect_timezone()%2B
  - https://igmobile.in:2087/.
  - https://igmobile.in:2087/GET
  - https://igmobile.in:2087/POST
  - https://igmobile.in:2087/cPanel_magic_revision_1386192030
  - https://igmobile.in:2087/cPanel_magic_revision_1615751927",,,,,None,,,,26-10-2010,19-01-2021,,,
50344,,,None,igmobile.in,tcp,2096,Missing or Permissive Content-Security-Policy frame-ancestors HTTP Response Header,"The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) frame-ancestors response header or does
not set one at all.

The CSP frame-ancestors header has been proposed by the W3C Web
Application Security Working Group as a way to mitigate cross-site
scripting and clickjacking attacks.","Set a non-permissive Content-Security-Policy frame-ancestors header
for all requested resources.","http://www.nessus.org/u?55aa8f57
http://www.nessus.org/u?07cc2a06
https://content-security-policy.com/
https://www.w3.org/TR/CSP2/","The following pages do not set a Content-Security-Policy frame-ancestors response header or set a permissive policy:

  - https://igmobile.in:2096/
  - https://igmobile.in:2096/%2B_detect_timezone()%2B
  - https://igmobile.in:2096/.
  - https://igmobile.in:2096/GET
  - https://igmobile.in:2096/POST
  - https://igmobile.in:2096/cPanel_magic_revision_1386192030
  - https://igmobile.in:2096/cPanel_magic_revision_1581780512
  - https://igmobile.in:2096/cPanel_magic_revision_1615751927
  - https://igmobile.in:2096/resetpass",,,,,None,,,,26-10-2010,19-01-2021,,,
50345,,,None,igmobile.in,tcp,80,Missing or Permissive X-Frame-Options HTTP Response Header,"The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","https://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - http://igmobile.in/cart/
  - http://igmobile.in/controlpanel
  - http://igmobile.in/pipermail/
  - http://igmobile.in/wp-content/
  - http://igmobile.in/wp-content/plugins/
  - http://igmobile.in/wp-content/plugins/ocean-extra/
  - http://igmobile.in/wp-content/plugins/ocean-product-sharing/
  - http://igmobile.in/wp-content/plugins/ocean-social-sharing/
  - http://igmobile.in/wp-content/plugins/ti-woocommerce-wishlist/
  - http://igmobile.in/wp-content/themes/
",,,,,None,,,,26-10-2010,19-01-2021,,,
51080,,,None,igmobile.in,tcp,2078,Web Server Uses Basic Authentication over HTTPS,"The remote web server seems to transmit credentials using Basic
Authentication.","The remote web server contains web pages that are protected by
'Basic' authentication over HTTPS. 

While this is not in itself a security flaw, in some organizations,
the use of 'Basic' authentication is discouraged as, depending on the
underlying implementation, it may be vulnerable to account
brute-forcing or may encourage Man-in-The-Middle (MiTM) attacks.","Make sure that the use of HTTP 'Basic' authentication is in line with
your organization's security policy.",,"
The following pages are protected :

/:/  realm=""Restricted Area""
",,,,,None,,,,08-12-2010,18-03-2011,,,
51080,,,None,igmobile.in,tcp,2080,Web Server Uses Basic Authentication over HTTPS,"The remote web server seems to transmit credentials using Basic
Authentication.","The remote web server contains web pages that are protected by
'Basic' authentication over HTTPS. 

While this is not in itself a security flaw, in some organizations,
the use of 'Basic' authentication is discouraged as, depending on the
underlying implementation, it may be vulnerable to account
brute-forcing or may encourage Man-in-The-Middle (MiTM) attacks.","Make sure that the use of HTTP 'Basic' authentication is in line with
your organization's security policy.",,"
The following pages are protected :

/:/  realm=""Horde DAV Server""
",,,,,None,,,,08-12-2010,18-03-2011,,,
84502,,,None,igmobile.in,tcp,8887,HSTS Missing From HTTPS Server,The remote web server is not enforcing HSTS.,"The remote HTTPS server is not enforcing HTTP Strict Transport Security (HSTS). 
HSTS is an optional response header that can be configured on the server to instruct 
the browser to only communicate via HTTPS. The lack of HSTS allows downgrade attacks,
SSL-stripping man-in-the-middle attacks, and weakens cookie-hijacking protections.",Configure the remote web server to use HSTS.,https://tools.ietf.org/html/rfc6797,"
  The remote HTTPS server does not send the HTTP
  ""Strict-Transport-Security"" header.
",,,,,None,,,,02-07-2015,06-11-2020,,,
85582,,4.3,Medium,igmobile.in,tcp,80,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://igmobile.in/cart/
",,,,,Medium,,CWE:693,,22-08-2015,16-05-2017,,,
85601,,,None,igmobile.in,tcp,80,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,2078,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,2080,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,2083,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,2087,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,2096,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
85601,,,None,igmobile.in,tcp,8887,Web Application Cookies Not Marked HttpOnly,"HTTP session cookies might be vulnerable to cross-site scripting
attacks.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, one or more of
those cookies are not marked 'HttpOnly', meaning that a malicious
client-side script, such as JavaScript, could read them. The HttpOnly
flag is a security mechanism to protect against cross-site scripting
attacks, which was proposed by Microsoft and initially implemented in
Internet Explorer. All modern browsers now support it.

Note that this plugin detects all general cookies missing the HttpOnly
cookie flag, whereas plugin 48432 (Web Application Session Cookies
Not Marked HttpOnly) will only detect session cookies from an
authenticated session missing the HttpOnly cookie flag.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If possible, add the 'HttpOnly' attribute to all session cookies
and any cookies containing sensitive data.",https://www.owasp.org/index.php/HttpOnly,"The following cookie does not set the HttpOnly cookie flag :

Name : mailchimp_landing_site
Path : /
Value : https%3A%2F%2Figmobile.in%2FpreferredMethod
Domain : 
Version : 1
Expires : Thu, 20-May-2021 12:17:46 GMT
Comment : 
Secure : 1
Httponly : 0
Port :",,,,,None,,CWE:20;CWE:74;CWE:79;CWE:442;CWE:629;CWE:711;CWE:712;CWE:722;CWE:725;CWE:750;CWE:751;CWE:800;CWE:801;CWE:809;CWE:811;CWE:864;CWE:900;CWE:928;CWE:931;CWE:990,,24-08-2015,24-08-2015,,,
