Report Date: 10-10-2022 04:05:43 GMT
Customer: ArmorCode Inc
~~~SELECTED FILTERS~~~
~~~NOTE~~~
Affected resource column data might be trimmed for better visibility
* indicates the security group is unused
State : OPEN
Critical Count,High count,Medium Count,Low Count
6,24,19,155
Alert-Id,Rule-Id,Jira-Id,ServiceNow-Id,Severity,Description,Type,Compliance Tag,Alert Last Updated,Provider,Account,Affected Resources : First Seen : LastModifiedBy : SuppressNotes,Mitre Attack Technique Name,Mitre Attack Technique Id,Mitre Attack Technique Url
A-000082,AR-1065,,,MEDIUM,Ensure that Object-level logging for write events is enabled for S3 bucket,Policy,CIS 1.3,2022-08-01 07:12:50,AWS,Armorcode-dev-qa,"bvnonpublic : 2022-05-25 10:44:54 : bhumita : 
aws-cloudtrail-logs-034025401910-f0a71b68 : 2022-02-24 13:33:30 : devqa-lk-admin : 
armorcode : 2021-09-09 04:45:09 : devqa-mp-admin : 
gs-s3-data-push-test : 2021-01-25 07:16:51 : Not Available : 
dj.bucket.armorcode : 2021-01-25 07:16:51 : Not Available : 
qa-034025401910-efs-backup : 2021-04-13 09:01:26 : devqa-navin-admin : 
hubtest4 : 2022-05-26 03:04:41 : bhumita : 
runbook-s3-preprod-temp : 2022-04-01 07:47:24 : devqa-mp-admin : 
armorcode-qa-documents : 2021-03-05 12:05:41 : Not Available : 
bvhubtest2 : 2022-05-25 18:53:47 : bhumita : 
armorcodealliance-laceworkcws-bf22 : 2022-01-05 12:00:55 : devqa-lk-admin : 
bhumita28june : 2022-06-28 12:43:35 : bhumita : 
hubtest5 : 2022-05-26 06:07:40 : bhumita : 
bhumitash : 2022-07-18 10:54:28 : bhumita : 
cf-templates-acx5aqyku34j-us-east-2 : 2022-05-16 10:30:52 : bhumita : 
bvhubtest3 : 2022-05-25 18:53:47 : bhumita : 
dev-034025401910-efs-backup : 2021-04-13 06:58:10 : Not Available : 
dev-osquery.us-west-2.armorcode.ai : 2022-08-01 07:12:49 : devqa-navin-admin : 
armorcodealliance-laceworkcws-0415 : 2022-01-11 10:19:30 : devqa-lk-admin : 
armorcode-034025401910-lambda-artifact : 2021-02-12 07:23:35 : Not Available : 
armorcode-qa-reports : 2021-03-05 12:05:41 : Not Available : 
darwin-devqa : 2022-03-09 11:15:35 : devqa-darwin-admin : 
avid-cloudtrail-034025401910 : 2021-01-25 07:16:51 : Not Available : 
bvmay2 : 2022-05-25 11:45:54 : bhumita : 
cf-templates-acx5aqyku34j-us-east-1 : 2021-09-16 15:53:29 : devqa-mayank.pande-admin : 
cf-templates-acx5aqyku34j-us-west-1 : 2022-05-16 09:29:57 : bhumita : 
docs.armorcode.ai : 2021-05-31 09:25:05 : devqa-dy-admin : 
armorcodealliance-laceworkcws-e210 : 2022-01-11 11:20:20 : devqa-lk-admin : 
armorcodealliance-laceworkcws-43fa : 2022-01-11 12:21:00 : Not Available : 
armorcode-dev-reports : 2021-03-15 06:58:46 : Not Available : 
am-terraformstate-034025401910-us-west-2 : 2021-01-25 07:16:51 : Not Available : 
cf-templates-acx5aqyku34j-ap-northeast-3 : 2022-07-15 12:08:06 : bhumita : 
bvguradduty : 2022-07-15 11:00:02 : bhumita : 
darwin-devqa-tokyo : 2022-03-23 15:14:10 : devqa-darwin-admin : 
hubtest6 : 2022-05-26 06:07:40 : bhumita : 
aws-cloudtrail-tenable-logs-034025401910-79581a79 : 2022-02-24 12:25:15 : devqa-lk-admin : 
runbook-s3-data-dump-production : 2022-03-11 08:17:33 : devqa-abhinav-admin : 
armorcode-jenkins-artifacts : 2021-02-16 12:48:53 : Not Available : 
cf-templates-acx5aqyku34j-ap-south-1 : 2022-07-15 12:08:06 : bhumita : 
armorcode-dev-documents : 2021-03-15 06:58:46 : Not Available : 
armorcode-cert-revocation-list : 2021-01-25 07:16:51 : Not Available : 
qa-elasticsearch-slow-query-logs : 2021-10-07 10:03:13 : devqa-gs-admin : 
elasticbeanstalk-us-east-2-034025401910 : 2021-01-25 07:16:51 : Not Available : 
runbook-assume-qa : 2022-03-04 10:23:59 : Not Available : 
runbook-s3-data-dump-preprod : 2022-03-11 08:17:33 : devqa-abhinav-admin : 
darwin-devqa-mumbai : 2022-03-22 11:45:47 : devqa-darwin-admin : 
inspector-s3 : 2022-05-05 09:28:12 : devqa-aditya : 
am-users-keys : 2021-02-05 09:53:33 : Not Available : 
bvhubtest4 : 2022-05-26 03:04:41 : bhumita : 
docs2.armorcode.ai : 2021-08-03 08:58:20 : devqa-dy-admin : 
bvpublicmay : 2022-05-25 10:44:54 : Not Available : 
qa-automation-private : 2022-05-11 17:24:00 : devqa-mp-admin : 
textract-console-us-west-2-69e2dc6e-ab11-45f8-a4bd-669c10bfeb33 : 2021-11-02 12:55:22 : devqa-dy-admin : 
armorcode-stage-documents : 2021-04-29 06:01:41 : Not Available : 
bhumitaguardduty2 : 2022-06-16 05:32:46 : bhumita : 
config-bucket-034025401910 : 2022-05-18 11:28:02 : devqa-milind : 
testbucketguardduty : 2022-05-19 06:54:11 : devqa-navin-admin : 
ac-22-logs : 2021-07-22 04:46:55 : Not Available : 
elasticbeanstalk-ap-south-1-034025401910 : 2021-01-25 07:16:51 : Not Available : 
armorcode-lacework-export-qa : 2022-07-25 10:31:49 : devqa-mayank.pande-admin : 
devv1.us-west-2.armorcode.ai : 2021-04-09 09:01:51 : Not Available : 
qa-automation-public : 2022-05-11 17:24:00 : devqa-mp-admin : 
qa.us-west-2.armorcode.ai : 2021-03-05 12:05:41 : Not Available : 
cf-templates-acx5aqyku34j-us-west-2 : 2021-08-04 05:27:13 : devqa-dy-admin : 
",Hide Artifacts,T1564,https://attack.mitre.org/techniques/T1564/
A-000312,AR-265,,,LOW,Review EBS Volumes that are not attached to an instance,Policy,ACStaging,2022-08-05 09:27:01,AWS,Armorcode-dev-qa,"vol-02ab98974c9eef606 : 2022-07-28 18:28:06 : Not Available : 
vol-008796ec3513a8794 : 2022-07-28 18:28:06 : Not Available : 
vol-097ff1d0784ea8bda : 2022-07-28 18:28:06 : Not Available : 
vol-013d7b412bd5d05d8 : 2022-07-28 18:28:06 : Not Available : 
vol-0608cb20979e25376 : 2022-07-28 18:28:06 : Not Available : 
vol-0df0b1c3c49f6cc4e : 2022-07-28 18:28:06 : Not Available : 
vol-041840bf6532ff0ac : 2022-07-28 18:28:06 : Not Available : 
vol-03de2ea219596c0a3 : 2022-07-28 18:28:06 : Not Available : 
vol-0f926c2dbbc28a006 : 2022-07-28 18:28:06 : Not Available : 
vol-05838250f643eab85 : 2022-07-28 18:28:06 : Not Available : 
",,,
A-000318,,,,LOW,10036 % increase in outbound traffic on destination port '443',Anomaly,,2022-08-05 14:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-08-05 14:00:00 to 2022-08-05 14:30:00
Total Traffic  : 2 GB
Expected Traffic  : 24 MB
Variation   : 10036 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 172.31.10.21, 172.31.15.199, 172.31.25.227]
Top Destination IPs   : [104.18.121.25, 104.18.125.25, 104.18.124.25, 104.18.123.25, 34.75.54.101]: : :",,,
A-000034,AR-1035,,,LOW,Ensure Amazon RDS database instances have deletion protection enabled,Policy,ACStaging,2022-08-08 06:56:46,AWS,Armorcode-dev-qa,"dev-aurora-node0 us-west-2 dev-aurora-node0 : 2021-03-15 06:58:45 : Not Available : 
",,,
A-000011,AR-203,,,LOW,Ensure there aren't an excessive number of security groups in the account,Policy,ACStaging,2022-08-09 09:29:20,AWS,Armorcode-dev-qa,"Limit the number of security groups to prevent accidental authorizations. Total 128  : 2022-08-09 09:29:19 : Not Available : 
",,,
A-000280,ARC-63,,,HIGH,Ensure access keys are not older than 90 days in order to reduce accidental exposures,Policy,ACStaging,2022-08-02 12:49:09,AWS,Armorcode-dev-qa,"Access key 1 is Enabled for user: es-local-access. It was created: Mon May 02 16:42:38 UTC 2022.  : 2022-07-31 16:55:52 : Not Available : 
Access key 1 is Enabled for user: ses-devqa-us-east-2. It was created: Wed May 04 12:02:16 UTC 2022.  : 2022-08-02 12:49:09 : Not Available : 
Access key 1 is Enabled for user: bhumita. It was created: Wed Apr 27 05:58:06 UTC 2022.  : 2022-07-26 06:00:21 : Not Available : 
Access key 2 is Enabled for user: devqa-aditya. It was created: Wed Apr 27 07:06:32 UTC 2022.  : 2022-07-26 08:02:56 : Not Available : 
Access key 1 is Enabled for user: ses-smtp-armorcode-devqa. It was created: Wed May 04 09:10:41 UTC 2022.  : 2022-08-02 09:45:10 : Not Available : 
Access key 1 is Enabled for user: devqa-milind. It was created: Sat Apr 02 13:27:17 UTC 2022.  : 2022-07-01 14:18:40 : Not Available : 
Access key 1 is Enabled for user: devqa-darwin-admin. It was created: Tue Mar 22 10:34:45 UTC 2022.  : 2022-06-20 10:41:35 : Not Available : 
",,,
A-000279,AR-504,,,LOW,Ensure access keys are rotated every 90 days or less,Policy,CIS 1.3,2022-08-01 12:18:35,AWS,Armorcode-dev-qa,"Access Key 1 for user ses-devqa-us-east-2 was last rotated on: Wed May 04 12:02:16 UTC 2022.  : 2022-08-01 12:18:34 : Not Available : 
Access Key 2 for user devqa-aditya was last rotated on: Wed Apr 27 07:06:32 UTC 2022.  : 2022-07-25 07:27:54 : Not Available : 
Access Key 1 for user devqa-darwin-admin was last rotated on: Tue Mar 22 10:34:45 UTC 2022.  : 2022-06-19 11:15:27 : Not Available : 
Access Key 1 for user es-local-access was last rotated on: Mon May 02 16:42:38 UTC 2022.  : 2022-07-30 17:28:15 : Not Available : 
Access Key 1 for user bhumita was last rotated on: Wed Apr 27 05:58:06 UTC 2022.  : 2022-07-25 06:26:04 : Not Available : 
Access Key 1 for user ses-smtp-armorcode-devqa was last rotated on: Wed May 04 09:10:41 UTC 2022.  : 2022-08-01 09:15:19 : Not Available : 
Access Key 1 for user devqa-milind was last rotated on: Sat Apr 02 13:27:17 UTC 2022.  : 2022-06-30 13:48:37 : Not Available : 
",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
A-000081,AR-1061,,,HIGH,Ensure IAM Users Receive Permissions Only Through Groups,Policy,CIS 1.3,2022-07-26 10:08:30,AWS,Armorcode-dev-qa,"Direct policies attached to user: devqa-sp-admin.  : 2021-01-25 07:16:51 : devqa-sp-admin : 
Direct policies attached to user: ses-devqa-us-east-2.  : 2022-05-04 12:38:23 : Not Available : 
Direct policies attached to user: devqa-mayank.pande-admin.  : 2021-01-25 07:16:51 : devqa-mayank.pande-admin : 
Direct policies attached to user: devqa-deepak-admin.  : 2021-03-04 13:34:27 : Not Available : 
Direct policies attached to user: es-local-access.  : 2022-01-08 04:04:09 : Not Available : 
Direct policies attached to user: ses-smtp-armorcode-devqa.  : 2022-05-04 09:35:32 : Not Available : 
Direct policies attached to user: devqa-mp-admin.  : 2021-01-25 07:16:51 : devqa-mp-admin : 
Direct policies attached to user: devqa-ak-admin.  : 2021-01-25 07:16:51 : devqa-ak-admin : 
Direct policies attached to user: devqa-rs-admin.  : 2021-01-25 07:16:51 : Not Available : 
Direct policies attached to user: devqa-gs-admin.  : 2021-01-25 07:16:51 : Not Available : 
Direct policies attached to user: devqa-abhinav-admin.  : 2021-01-25 07:16:51 : devqa-abhinav-admin : 
Direct policies attached to user: devqa-sai.potdar-admin.  : 2021-04-24 13:30:09 : devqa-sai.potdar-admin : 
Direct policies attached to user: devqa-lk-admin.  : 2021-01-25 07:16:51 : devqa-lk-admin : 
Direct policies attached to user: osquery-test.  : 2022-07-26 10:08:30 : Not Available : 
Direct policies attached to user: devqa-hs-admin.  : 2021-02-05 11:57:20 : Not Available : 
Direct policies attached to user: devqa-yj-admin.  : 2021-01-25 07:16:51 : devqa-yj-admin : 
Direct policies attached to user: devqa-sk-admin.  : 2021-01-25 07:16:51 : devqa-sk-admin : 
",,,
A-000004,AR-107,,,MEDIUM,Ensure IAM policies are attached only to groups or roles,Policy,ACStaging,2022-07-26 10:08:31,AWS,Armorcode-dev-qa,"osquery-test : 2022-07-26 10:08:30 : Not Available : 
devqa-ak-admin : 2020-10-23 07:27:16 : devqa-ak-admin : 
devqa-hs-admin : 2021-02-05 11:57:20 : Not Available : 
devqa-deepak-admin : 2021-03-04 13:34:26 : Not Available : 
devqa-abhinav-admin : 2020-12-14 08:03:20 : devqa-abhinav-admin : 
ses-smtp-armorcode-devqa : 2022-05-04 09:35:31 : Not Available : 
ses-devqa-us-east-2 : 2022-05-04 12:38:23 : Not Available : 
devqa-sai.potdar-admin : 2021-04-24 13:30:09 : devqa-sai.potdar-admin : 
devqa-mayank.pande-admin : 2021-01-04 07:25:39 : devqa-mayank.pande-admin : 
devqa-lk-admin : 2020-10-23 07:27:16 : devqa-lk-admin : 
es-local-access : 2022-01-08 04:04:08 : Not Available : 
devqa-sk-admin : 2020-10-23 07:27:16 : devqa-sk-admin : 
devqa-yj-admin : 2020-12-23 16:33:33 : devqa-yj-admin : 
devqa-mp-admin : 2020-10-23 07:27:16 : devqa-mp-admin : 
devqa-gs-admin : 2020-10-23 07:27:16 : Not Available : 
devqa-rs-admin : 2020-11-25 13:49:57 : Not Available : 
devqa-sp-admin : 2020-12-23 13:31:40 : devqa-sp-admin : 
",,,
A-000134,AR-1045,,,CRITICAL,"Flag Security Groups that allow inbound traffic on ports other than 80/443, attached to instances that are running, have a public IP, and are  in a subnet with NACLs that also allow inbound traffic on those ports",Policy,ACStaging,2022-08-12 12:02:28,AWS,Armorcode-dev-qa,"launch-wizard-27(sg-0340c4ae2a1be6432) contains ingress from 0.0.0.0/0 to port(s): (8080) for region us-east-2.  : 2022-08-10 10:00:05 : devqa-lk-admin : 
launch-wizard-34(sg-067ed5b05dde4a531) contains ingress from 0.0.0.0/0 to port(s): (17472) for region us-east-2.  : 2022-07-04 10:46:32 : devqa-navin-admin : 
launch-wizard-5(sg-00e4331cc89d1083c) contains ingress from 0.0.0.0/0 to port(s): (8080,17472,9000,17473,8081) for region us-east-2.  : 2022-08-09 08:28:11 : devqa-lk-admin : 
launch-wizard-38(sg-0afcc110df7d1559f) contains ingress from 0.0.0.0/0 to port(s): (8080) for region us-east-2.  : 2022-07-11 10:12:51 : devqa-lk-admin : 
launch-wizard-35(sg-0e7224e945821c6e6) contains ingress from 0.0.0.0/0 to port(s): (9000) for region us-east-2.  : 2022-06-28 17:50:08 : Not Available : 
launch-wizard-18(sg-011ec47168d02f416) contains ingress from 0.0.0.0/0 to port(s): (9000) for region us-east-2.  : 2022-04-21 08:39:41 : Not Available : 
launch-wizard-10(sg-09398d394ac865519) contains ingress from 0.0.0.0/0 to port(s): (1433(MS SQL Server),8080,445(Windows Shares)) for region us-east-2.  : 2022-08-12 12:02:27 : Not Available : 
partner-jenkins(sg-06390d480663ec108) contains ingress from 0.0.0.0/0 to port(s): (8080,8080) for region us-west-2.  : 2021-06-22 11:50:15 : Not Available : internal testing requirement
appsec_splunk_sg(sg-0dd28e4fa6657023b) contains ingress from 0.0.0.0/0 to port(s): (8000,8089) for region us-east-2.  : 2022-01-19 10:18:55 : Not Available : 
qa-CxServer-sg(sg-070e706ea45769813) contains ingress from 0.0.0.0/0 to port(s): (-1) for region us-west-2.  : 2021-12-09 13:41:54 : Not Available : 
launch-wizard-15(sg-02a753a199a65aa44) contains ingress from 0.0.0.0/0 to port(s): (17472,17473,9090) for region us-east-2.  : 2022-08-09 08:28:11 : Not Available : 
stage-coverity(sg-026d338ff3ff588ff) contains ingress from 0.0.0.0/0 to port(s): (17472,8080,9999,22(SSH),17473) for region us-east-2.  : 2022-07-04 14:52:31 : devqa-sp-admin : 
launch-wizard-33(sg-0b27fa8d3d19ed629) contains ingress from 0.0.0.0/0 to port(s): (8080) for region us-east-2.  : 2022-07-05 09:14:31 : devqa-lk-admin : 
launch-wizard-39(sg-03862ca805bebea58) contains ingress from 0.0.0.0/0 to port(s): (8080) for region us-east-2.  : 2022-08-10 11:01:20 : devqa-lk-admin : 
stage-blackduckhub(sg-07bed3d33a3f5530d) contains ingress from 0.0.0.0/0 to port(s): (17472,17473) for region us-east-2.  : 2022-07-04 14:52:31 : devqa-yj-admin : 
",,,
A-000022,AR-701,,,LOW,Ensure IAM instance roles are used for AWS resource access from instances(Unscored),Policy,CIS 1.3,2022-08-09 09:29:20,AWS,Armorcode-dev-qa,"i-0da6742faca07588a : 2021-04-21 11:24:04 : devqa-lk-admin : 
i-033cf4776a13774fd : 2022-06-28 16:48:48 : Not Available : 
i-0b7c8b9bd65bb3b09 : 2022-02-11 07:15:35 : devqa-lk-admin : 
i-0e4725592330a9374 : 2021-12-09 13:41:54 : devqa-lk-admin : 
i-035e1a59c05488632 : 2022-02-14 07:56:11 : Not Available : 
i-0f1d8239942054b17 : 2021-07-26 08:02:07 : Not Available : 
i-00c795afd79223d08 : 2021-05-25 08:09:17 : Not Available : 
i-061005bbb0f8e111d : 2022-07-11 10:12:51 : Not Available : 
i-002f4c45c0b7bd176 : 2022-05-11 08:15:35 : devqa-abhinav-admin : 
i-0b9a558de63327a44 : 2022-01-27 16:42:37 : devqa-lk-admin : 
i-08ab02cf58509dc61 : 2020-12-23 14:31:57 : Not Available : 
i-09c2116514bc9f867 : 2021-06-22 09:44:14 : Not Available : 
i-0bbf17ad95d9510d2 : 2021-07-27 06:51:13 : devqa-lk-admin : 
i-0b85f0fd72f8afbc4 : 2022-06-15 12:00:51 : Not Available : 
i-06a0c7c274fc2ef70 : 2022-06-20 06:36:59 : devqa-lk-admin : 
i-00802b3b75f834568 : 2021-09-28 14:49:45 : devqa-dy-admin : 
i-00f9559ebf446ae39 : 2021-09-17 16:22:36 : Not Available : 
i-003c031563e12002b : 2021-11-11 12:02:48 : Not Available : 
i-049ae7358b9fb0c8f : 2021-09-21 05:05:54 : devqa-abhinav-admin : 
i-0d2449fc33e9b06b4 : 2021-08-17 13:20:29 : Not Available : 
i-0d7e2088d5d9ab9bb : 2020-12-23 14:31:57 : devqa-navin-admin : 
i-079d944c8820efe40 : 2022-07-25 13:38:18 : devqa-navin-admin : 
i-0a75e2428ca05ddeb : 2021-11-08 10:40:24 : Not Available : 
i-07b6fc8dbc46c8646 : 2022-03-04 06:08:20 : Not Available : 
i-0066e57dc87b3eee8 : 2022-08-09 09:29:19 : Not Available : 
i-0227be0e736534f29 : 2021-12-24 10:05:26 : Not Available : 
i-067afc8f0842c35c0 : 2022-02-08 14:38:08 : devqa-lk-admin : 
i-09375f1999473999f : 2021-09-22 15:46:39 : Not Available : 
",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
A-000047,AR-1003,,,MEDIUM,Flag resource(s) with public IP and Security Group with ingress from any source to one or more ports,Policy,ACStaging,2022-08-12 08:58:42,AWS,Armorcode-dev-qa,"qa-alb-pbe qa-alb-pbe-49635894.us-west-2.elb.amazonaws.com - LoadBalancer - port(s): (80) (443) : 2021-03-05 13:06:34 : Not Available : 
stage-blackduck (i-08ab02cf58509dc61) - EC2 - port(s): (17472) (17473)... : 2022-07-04 14:52:31 : Not Available : 
contrast-security (i-035e1a59c05488632) - EC2 - port(s): (17472) (17473)... : 2022-08-09 08:28:11 : Not Available : 
Partner Jenkins (i-09c2116514bc9f867) - EC2 - port(s): (80) (8080)... : 2021-06-22 11:50:15 : Not Available : 
checkmarx server (i-03ddf67e29b0a6c86) - EC2 - port(s): (80) : 2021-08-18 13:58:14 : Not Available : 
tco-public-alb tco-public-alb-97305368.us-east-2.elb.amazonaws.com - LoadBalancer - port(s): (80) (443) : 2021-05-08 13:50:20 : Not Available : 
Appsec-pro (i-07b6fc8dbc46c8646) - EC2 - port(s): (9000) : 2022-04-21 08:39:41 : Not Available : 
dev-alb-pbe dev-alb-pbe-55086763.us-west-2.elb.amazonaws.com - LoadBalancer - port(s): (80) (443) : 2021-03-15 08:04:42 : am-stg-jenkins-s3(i-0d411ae3161c507c2) : 
SonarQube_Prod (i-033cf4776a13774fd) - EC2 - port(s): (9000) : 2022-06-28 17:50:08 : Not Available : 
Jira (i-061005bbb0f8e111d) - EC2 - port(s): (8080) : 2022-07-11 10:12:51 : Not Available : 
grafana grafana-1644067330.us-west-2.elb.amazonaws.com - LoadBalancer - port(s): (80) (443) : 2021-03-03 09:04:40 : Not Available : 
checkmarx-DB (i-01dd4a7ad4e14110e) - EC2 - port(s): (80) : 2021-08-18 13:58:14 : Not Available : 
Burpsuite-entr-2022 (i-002f4c45c0b7bd176) - EC2 - port(s): (8080) : 2022-08-10 10:00:05 : devqa-abhinav-admin : 
Tanos-Server (i-06a0c7c274fc2ef70) - EC2 - port(s): (17472) (80)... : 2022-07-04 10:46:32 : devqa-lk-admin : 
AppSec_Test_server (i-0b9a558de63327a44) - EC2 - port(s): (8080) (443)... : 2022-08-05 09:27:00 : devqa-lk-admin : 
Wiremock new Server (i-0b85f0fd72f8afbc4) - EC2 - port(s): (8080) : 2022-08-10 08:58:55 : Not Available : 
traceable (i-0066e57dc87b3eee8) - EC2 - port(s): (8080) : 2022-08-10 11:01:20 : Not Available : 
Appsec_Splunk (i-003c031563e12002b) - EC2 - port(s): (8000) (8089) : 2022-01-19 10:18:55 : Not Available : 
Nginx-test-github (i-0ec05a0aad65c2847) - EC2 - port(s): (80) : 2022-02-16 07:18:45 : Not Available : 
stage-coverity (i-0d7e2088d5d9ab9bb) - EC2 - port(s): (17472) (8080)... : 2022-07-04 14:52:31 : devqa-navin-admin : 
Windows-Server-DAST_Scan (i-0bbf17ad95d9510d2) - EC2 - port(s): (1433) (8080)... : 2022-08-12 08:58:41 : devqa-lk-admin : 
",,,
A-000322,,,,LOW,3443 % increase in outbound traffic on destination port '443',Anomaly,,2022-08-13 10:10:02,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-08-13 09:30:00 to 2022-08-13 10:00:00
Total Traffic  : 15 GB
Expected Traffic  : 444 MB
Variation   : 3443 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [172.31.21.62, 172.31.24.116, 172.31.26.224, 172.31.15.199, 172.31.25.227]
Top Destination IPs   : [104.18.121.25, 104.18.123.25, 104.18.124.25, 104.18.122.25, 35.233.143.122]: : :",,,
A-000175,ARC-64,,,MEDIUM,Review users who have not logged in within the last 60 days,Policy,ACStaging,2022-08-14 06:54:15,AWS,Armorcode-dev-qa,"ses-smtp-armorcode-devqa : 2022-07-02 09:43:13 : Not Available : 
devqa-varsha-admin : 2022-08-13 23:45:02 : Not Available : 
ses-devqa-us-east-2 : 2022-07-02 13:47:44 : Not Available : 
mark.lambert : 2022-08-14 06:54:13 : Not Available : 
devqa-rs-admin : 2021-12-27 10:05:09 : Not Available : 
",,,
A-000325,,,,CRITICAL,Cloud Optix API sync failed for environment: Armorcode-dev-qa,Cloud Optix System Alerts,,2022-08-16 21:34:22,AWS,Armorcode-dev-qa,: : :,,,
A-000027,AR-1033,,,LOW,Total Number of admins is more than 10% of total users,Policy,ACStaging,2022-06-13 05:49:19,AWS,Armorcode-dev-qa,"User: devqa-priyansh-admin  : 2022-06-13 05:49:18 : devqa-priyansh-admin : 
User: devqa-ak-admin  : 2020-10-23 07:27:19 : devqa-ak-admin : 
User: devqa-yj-admin  : 2021-01-07 17:51:37 : devqa-yj-admin : 
User: mark.lambert  : 2022-04-06 06:54:20 : Not Available : 
User: devqa-mayank.pande-admin  : 2021-01-07 17:51:37 : devqa-mayank.pande-admin : 
User: devqa-navin-admin  : 2022-04-18 09:21:17 : devqa-navin-admin : 
User: devqa-rs-admin  : 2021-01-07 17:51:37 : Not Available : 
User: devqa-deepak-admin  : 2021-03-04 13:34:26 : Not Available : 
User: devqa-darwin-admin  : 2022-01-20 10:41:20 : devqa-darwin-admin : 
User: devqa-sp-admin  : 2021-01-07 17:51:37 : devqa-sp-admin : 
User: devqa-dy-admin  : 2021-05-10 08:45:44 : devqa-dy-admin : 
User: dev-saqeeb-admin  : 2021-09-09 10:17:44 : Not Available : 
User: devqa-kunal-admin  : 2022-06-13 05:49:18 : devqa-kunal-admin : 
User: devqa-abhinav-admin  : 2021-01-07 17:51:37 : devqa-abhinav-admin : 
User: devqa-aditya  : 2022-04-11 17:40:40 : Not Available : 
User: devqa-milind  : 2022-02-09 06:00:10 : devqa-milind : 
User: devqa-prasanna-admin  : 2022-04-13 10:19:52 : Not Available : 
User: devqa-gargeyee-admin  : 2022-06-10 11:24:58 : Not Available : 
User: devqa-sk-admin  : 2020-10-23 07:27:19 : devqa-sk-admin : 
User: devqa-hs-admin  : 2021-02-05 11:57:20 : Not Available : 
User: devqa-lk-admin  : 2020-10-23 07:27:19 : devqa-lk-admin : 
User: devqa-varsha-admin  : 2022-06-13 05:49:18 : Not Available : 
User: devqa-sai.potdar-admin  : 2021-04-24 13:30:09 : devqa-sai.potdar-admin : 
User: devqa-gs-admin  : 2020-10-23 07:27:19 : Not Available : 
User: devqa-mp-admin  : 2020-10-23 07:27:19 : devqa-mp-admin : 
User: bhumita  : 2022-04-27 06:32:15 : bhumita : 
",,,
A-000326,,,,HIGH,Anomalous Activity by User(s),Anomaly,,2022-08-17 01:33:42,AWS,Armorcode-dev-qa,"devqa-dy-admin : Not Available : Not Available : 
",,,
A-000275,,,,LOW,5699 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-12 11:40:06,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-12 11:00:00 to 2022-05-12 11:30:00
Total Traffic  : 3 GB
Expected Traffic  : 67 MB
Variation   : 5699 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.15.199, 172.31.24.116, 10.0.49.106, 10.0.36.216]
Top Destination IPs   : [104.18.124.25, 104.18.123.25, 104.18.122.25, 104.18.121.25, 104.18.125.25]: : :",,,
A-000276,,,,LOW,19979 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-20 04:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-20 04:00:00 to 2022-05-20 04:30:00
Total Traffic  : 2 GB
Expected Traffic  : 10 MB
Variation   : 19979 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [172.31.24.116, 10.0.49.106, 172.31.15.199, 10.0.36.216, 10.0.91.140]
Top Destination IPs   : [52.219.97.58, 107.22.181.250, 52.219.142.50, 52.95.16.182, 52.95.20.170]: : :",,,
A-000277,,,,LOW,48878 % increase in outbound traffic on destination port '443',Anomaly,,2022-05-24 12:40:03,AWS,Armorcode-dev-qa,"Account Id  : 034025401910
Timeframe  : 2022-05-24 12:00:00 to 2022-05-24 12:30:00
Total Traffic  : 29 GB
Expected Traffic  : 60 MB
Variation   : 48878 %
increaseDestination Port   : 443
Destination Protocol   : HTTPS
Top Originating IPs   : [10.0.19.124, 172.31.24.116, 10.0.49.106, 172.31.15.199, 10.0.36.216]
Top Destination IPs   : [104.18.124.25, 104.18.125.25, 104.18.123.25, 104.18.122.25, 104.18.121.25]: : :",,,
