Machine Vulnerabilities Export,01 May 2024 07:59 AM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2024-21436,High,7.8,,51,"11 Mar, 2024","12 Mar, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability in the Windows Installer component of Microsoft Windows could allow a local attacker to gain elevated privileges on the system. By executing a specially crafted program, the attacker could exploit this vulnerability to delete files on the system. Impact: If successfully exploited, this vulnerability could allow a local attacker to gain elevated privileges on the system. This could lead to unauthorized access, data loss, and disruption of system functionality. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2024-26202,High,7.2,,23,"08 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,DHCP Server Service Remote Code Execution Vulnerability
CVE-2022-38033,Medium,6.5,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability allows a remote attacker to access sensitive information from Windows Server registry keys that are not normally accessible to a normal user. Impact: If exploited, an attacker can obtain sensitive information from the registry keys, potentially leading to unauthorized access, data leakage, or further compromise of the system. Remediation: Upgrade to the latest version of Windows Server. Generated by AI"
CVE-2022-39399,Low,3.7,,562,"17 Oct, 2022","29 Feb, 2024","18 Apr, 2024",False,False,False,oracle:java;ubuntu:openjdk;oracle:graalvm;netapp:7-mode_transition_tool;netapp:cloud_insights_acquisition_unit;netapp:cloud_secure_agent;netapp:e-series_santricity_os_controller;netapp:e-series_santricity_storage_manager;netapp:e-series_santricity_unified_manager;netapp:oncommand_insight;netapp:oncommand_workflow_automation;netapp:santricity_storage_plugin;netapp:santricity_web_services_proxy;azul:zulu;oracle:jdk;oracle:jre;centos:java-11-openjdk;centos:java-11-openjdk-demo;centos:java-11-openjdk-devel;centos:java-11-openjdk-headless;centos:java-11-openjdk-javadoc;centos:java-11-openjdk-javadoc-zip;centos:java-11-openjdk-jmods;centos:java-11-openjdk-src;centos:java-11-openjdk-static-libs;red_hat:java-17-openjdk;red_hat:java-17-openjdk-demo;red_hat:java-17-openjdk-demo-fastdebug;red_hat:java-17-openjdk-demo-slowdebug;red_hat:java-17-openjdk-devel;red_hat:java-17-openjdk-devel-fastdebug;red_hat:java-17-openjdk-devel-slowdebug;red_hat:java-17-openjdk-fastdebug;red_hat:java-17-openjdk-headless;red_hat:java-17-openjdk-headless-fastdebug;red_hat:java-17-openjdk-headless-slowdebug;red_hat:java-17-openjdk-javadoc;red_hat:java-17-openjdk-javadoc-zip;red_hat:java-17-openjdk-jmods;red_hat:java-17-openjdk-jmods-fastdebug;red_hat:java-17-openjdk-jmods-slowdebug;red_hat:java-17-openjdk-slowdebug;red_hat:java-17-openjdk-src;red_hat:java-17-openjdk-src-fastdebug;red_hat:java-17-openjdk-src-slowdebug;red_hat:java-17-openjdk-static-libs;red_hat:java-17-openjdk-static-libs-fastdebug;red_hat:java-17-openjdk-static-libs-slowdebug;red_hat:java-11-openjdk;red_hat:java-11-openjdk-demo;red_hat:java-11-openjdk-demo-fastdebug;red_hat:java-11-openjdk-demo-slowdebug;red_hat:java-11-openjdk-devel;red_hat:java-11-openjdk-devel-fastdebug;red_hat:java-11-openjdk-devel-slowdebug;red_hat:java-11-openjdk-fastdebug;red_hat:java-11-openjdk-headless;red_hat:java-11-openjdk-headless-fastdebug;red_hat:java-11-openjdk-headless-slowdebug;red_hat:java-11-openjdk-javadoc;red_hat:java-11-openjdk-javadoc-zip;red_hat:java-11-openjdk-jmods;red_hat:java-11-openjdk-jmods-fastdebug;red_hat:java-11-openjdk-jmods-slowdebug;red_hat:java-11-openjdk-slowdebug;red_hat:java-11-openjdk-src;red_hat:java-11-openjdk-src-fastdebug;red_hat:java-11-openjdk-src-slowdebug;red_hat:java-11-openjdk-static-libs;red_hat:java-11-openjdk-static-libs-fastdebug;red_hat:java-11-openjdk-static-libs-slowdebug;debian:openjdk-17;debian:openjdk-11;suse:java-11-openjdk-javadoc;suse:java-11-openjdk-jmods;suse:java-11-openjdk;suse:java-11-openjdk-demo;suse:java-11-openjdk-devel;suse:java-11-openjdk-headless;suse:java-17-openjdk;suse:java-17-openjdk-demo;suse:java-17-openjdk-devel;suse:java-17-openjdk-headless;suse:java-1_8_0-ibm;suse:java-1_8_0-ibm-alsa;suse:java-1_8_0-ibm-devel;suse:java-1_8_0-ibm-plugin;suse:java-11-openjdk-accessibility;suse:java-11-openjdk-src;suse:java-13-openjdk;suse:java-13-openjdk-accessibility;suse:java-13-openjdk-demo;suse:java-13-openjdk-devel;suse:java-13-openjdk-headless;suse:java-13-openjdk-javadoc;suse:java-13-openjdk-jmods;suse:java-13-openjdk-src;suse:java-15-openjdk;suse:java-15-openjdk-accessibility;suse:java-15-openjdk-demo;suse:java-15-openjdk-devel;suse:java-15-openjdk-headless;suse:java-15-openjdk-javadoc;suse:java-15-openjdk-jmods;suse:java-15-openjdk-src;suse:java-17-openjdk-accessibility;suse:java-17-openjdk-javadoc;suse:java-17-openjdk-jmods;suse:java-17-openjdk-src;suse:java-19-openjdk;suse:java-19-openjdk-accessibility;suse:java-19-openjdk-demo;suse:java-19-openjdk-devel;suse:java-19-openjdk-headless;suse:java-19-openjdk-javadoc;suse:java-19-openjdk-jmods;suse:java-19-openjdk-src;suse:java-1_8_0-ibm-32bit;suse:java-1_8_0-ibm-demo;suse:java-1_8_0-ibm-devel-32bit;suse:java-1_8_0-ibm-src;amazon:java-17-amazon-corretto;amazon:java-17-amazon-corretto-devel;amazon:java-17-amazon-corretto-headless;amazon:java-17-amazon-corretto-javadoc;amazon:java-17-amazon-corretto-jmods;amazon:java-11-amazon-corretto;amazon:java-11-amazon-corretto-headless;amazon:java-11-amazon-corretto-javadoc,"Summary: Multiple vulnerabilities have been discovered in Oracle Java SE and Oracle GraalVM Enterprise Edition. These vulnerabilities could allow an unauthenticated attacker to compromise the affected systems and gain unauthorized access to sensitive data. The vulnerabilities include improper MultiByte conversion leading to buffer overflow, excessive memory allocation in X.509 certificate parsing, no connection count limit in HttpServer, improper handling of long NTLM client hostnames, insufficient randomization of JNDI DNS port numbers, and missing SNI caching in HTTP/2. The impact of these vulnerabilities ranges from low integrity impact to unauthorized update, insert, or delete access to data. It is recommended to upgrade to the latest versions of Oracle Java SE and Oracle GraalVM Enterprise Edition to mitigate these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could potentially gain unauthorized access to sensitive data, perform spoofing attacks, cause a denial of service, or corrupt sensitive information. Remediation: Upgrade to the following versions:
- Oracle Java SE: 11.0.16.1, 17.0.4.1, 19
- Oracle GraalVM Enterprise Edition: 20.3.7, 21.3.3, 22.2.0
If the specific version is not mentioned, it is recommended to upgrade to the latest available version. Generated by AI"
CVE-2023-24856,High,7.5,,414,"14 Mar, 2023","27 Feb, 2024","19 Jun, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is an information disclosure vulnerability in the PostScript and PCL6 Class Printer Driver in Microsoft Windows. It allows a remote authenticated attacker to obtain sensitive information from heap memory and use it to launch further attacks against the affected system. Impact: If exploited, this vulnerability could result in the disclosure of sensitive information, which could be used by the attacker to compromise the affected system and potentially gain unauthorized access to sensitive data. Remediation: Upgrade to the latest version of the PostScript and PCL6 Class Printer Driver in Microsoft Windows. Generated by AI"
CVE-2023-23416,High,7.8,,414,"14 Mar, 2023","27 Feb, 2024","19 Jun, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in Windows Cryptographic Services that allows remote code execution. An attacker can exploit this vulnerability by sending a specially-crafted request to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system, potentially gaining full control over the affected system. Remediation: Upgrade to the latest version of Windows Cryptographic Services. Generated by AI"
CVE-2023-36434,Critical,9.8,,204,"10 Oct, 2023","27 Feb, 2024","12 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is an elevation of privilege vulnerability in the Windows IIS Server. It allows a remote attacker to gain elevated privileges on the system by exploiting a flaw in the IIS Server. Impact: If this vulnerability is exploited, an attacker could gain elevated privileges on the system, potentially allowing them to execute arbitrary code, access sensitive information, or perform unauthorized actions. Remediation: Upgrade to the latest version of the Windows IIS Server. Generated by AI"
CVE-2022-35834,High,8.8,,596,"13 Sep, 2022","27 Feb, 2024","11 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Microsoft WDAC OLE DB provider for SQL Server is vulnerable to remote code execution. An attacker can exploit this vulnerability by persuading a victim to connect to a malicious SQL server via OLEDB, allowing them to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft WDAC OLE DB provider for SQL Server. Generated by AI"
CVE-2023-21740,High,7.8,,141,"12 Dec, 2023","27 Feb, 2024","15 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Media component of Microsoft Windows that could allow a remote attacker to execute arbitrary code on the system. The vulnerability is caused by an error in the Media component. An attacker can exploit this vulnerability by persuading a victim to open a specially crafted file. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system. This can lead to unauthorized access, data theft, system compromise, and potential damage to the affected system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-21316,Medium,6.1,,113,"09 Jan, 2024","27 Feb, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Server Key Distribution Service (KDS) is vulnerable to a security feature bypass. An attacker can exploit this vulnerability by creating an x509 certificate with an MD5 property, causing certificate validation to fail. Impact: If exploited, an attacker could bypass security restrictions and potentially gain unauthorized access to sensitive information or perform unauthorized actions on the affected system. Remediation: Upgrade to the latest version of Windows Server to mitigate this vulnerability. Generated by AI"
CVE-2023-35367,Critical,9.8,,295,"11 Jul, 2023","27 Feb, 2024","18 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Routing and Remote Access Service (RRAS) is vulnerable to remote code execution. An attacker can exploit this vulnerability by sending a specially crafted request, allowing them to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system, potentially gaining full control over the affected system. Remediation: Upgrade to the latest version of Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-36905,Medium,5.5,,267,"08 Aug, 2023","27 Feb, 2024","17 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019,"Summary: The Windows Wireless Wide Area Network Service (WwanSvc) in Microsoft Windows is vulnerable to an information disclosure attack. An authenticated attacker can exploit this vulnerability to obtain sensitive information from heap memory and use it to launch further attacks against the affected system. Impact: If successfully exploited, this vulnerability could allow an attacker to access sensitive information, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-3859,High,8.8,,15,"16 Apr, 2024","16 Apr, 2024","22 Apr, 2024",False,False,False,oracle:firefox;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:thunderbird;mozilla:firefox;mozilla:firefox_esr;red_hat:firefox;red_hat:firefox-x11;red_hat:thunderbird;debian:firefox-esr;debian:thunderbird,"This vulnerability affects the following vendors: Debian, Mozilla, Oracle, Red_Hat, Ubuntu. To view more details about this vulnerability please visit the vendor website."
CVE-2024-21443,High,7.3,,51,"11 Mar, 2024","12 Mar, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability has been discovered in the Windows Kernel that could allow a local authenticated attacker to gain elevated privileges on the system. The vulnerability is caused by a flaw in the Kernel. An attacker can exploit this vulnerability by persuading a victim to open a specially crafted COM object. If successful, the attacker can obtain SYSTEM privileges. Impact: If this vulnerability is exploited, an authenticated attacker can gain elevated privileges on the affected system. This can lead to unauthorized access, control, and manipulation of sensitive data and system resources. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2023-5175,Medium,6.5,,218,"26 Sep, 2023","29 Feb, 2024","07 Jan, 2024",False,False,False,ubuntu:firefox;mozilla:firefox;suse:mozillafirefox;suse:mozillafirefox-branding-upstream;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other,"Summary: Mozilla Firefox is vulnerable to a use-after-free vulnerability in the ImageBitmap during process shutdown. This could lead to a potentially exploitable crash. The vulnerability affects Firefox versions prior to 118.0.1. Impact: If a threat actor successfully exploits this vulnerability, they could cause a denial of service (crash) in Firefox, potentially leading to a loss of productivity and disruption of services. Remediation: Upgrade to Firefox version 118.0.1 or later to mitigate this vulnerability. Generated by AI"
CVE-2024-29059,High,7.5,,40,"22 Mar, 2024","17 Apr, 2024","04 Apr, 2024",False,False,False,microsoft:.net_framework,"Summary: A vulnerability has been discovered in Microsoft .NET Framework that could allow a remote attacker to obtain sensitive information. By sending a specially crafted request, an attacker could exploit this vulnerability to obtain the ObjRef URI and potentially execute arbitrary code on the system. Impact: If successfully exploited, this vulnerability could result in the disclosure of sensitive information and the potential execution of arbitrary code on the affected system. Generated by AI"
CVE-2023-35302,High,8.8,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability exists in the PostScript and PCL6 Class Printer Driver component of Microsoft Windows. An attacker can exploit this vulnerability by sending a specially crafted XPS file to a shared printer, which could lead to remote code execution on the system. Impact: If exploited, an attacker could execute arbitrary code on the system, potentially gaining unauthorized access, stealing sensitive information, or causing system disruption. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-5721,Medium,6.5,,190,"24 Oct, 2023","29 Feb, 2024","25 Nov, 2023",False,False,False,oracle:firefox;oracle:thunderbird;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:thunderbird;mozilla:firefox;mozilla:firefox_esr;red_hat:firefox;red_hat:firefox-x11;red_hat:thunderbird;debian:firefox-esr;debian:thunderbird;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:mozillafirefox;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillafirefox-branding-upstream;suse:libmozjs-115-0;suse:mozjs115;suse:mozjs115-devel;amazon:thunderbird;amazon:thunderbird-debuginfo,"Summary: Multiple vulnerabilities have been discovered in Mozilla Firefox, which could allow an attacker to conduct clickjacking attacks, cause denial of service, obtain sensitive information, or execute arbitrary code. The vulnerabilities are related to insufficient activation-delay in browser prompts and dialogs, memory safety bugs, address bar spoofing, and improper validation of URLs by installed WebExtensions. The impact of these vulnerabilities includes hijacking clicking actions, crashing the browser, and collecting sensitive user data. Users are advised to upgrade to Firefox version 119.0+build2-0ubuntu0.20.04.1 or higher to mitigate these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could hijack the clicking actions of users, crash the browser, and collect sensitive user data. Remediation: Upgrade to Firefox version 119.0+build2-0ubuntu0.20.04.1 or higher. Generated by AI"
CVE-2023-37208,High,7.8,,302,"04 Jul, 2023","29 Feb, 2024","16 Aug, 2023",False,False,False,oracle:thunderbird;oracle:firefox;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:firefox;mozilla:firefox_esr;mozilla:thunderbird;red_hat:thunderbird;red_hat:firefox;red_hat:firefox-x11;debian:firefox-esr;debian:thunderbird;suse:mozillafirefox;suse:mozillafirefox-branding-sle;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillafirefox-branding-upstream;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:libmozjs-102-0;suse:mozjs102;suse:mozjs102-devel;amazon:thunderbird;amazon:thunderbird-debuginfo,"Summary: Multiple vulnerabilities have been discovered in Mozilla Firefox and Thunderbird. These vulnerabilities include lack of warning when opening Diagcab files, use-after-free vulnerabilities, memory safety bugs, and fullscreen notification obscuring. If exploited, these vulnerabilities could allow an attacker to execute arbitrary code, obtain sensitive information, cause a denial of service, or perform spoofing attacks. Users are advised to upgrade to Firefox version 115, Firefox ESR version 102.13, and Thunderbird version 102.13 to mitigate these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could execute arbitrary code on the system, obtain sensitive information, cause a denial of service, or perform spoofing attacks. Remediation: Upgrade to Firefox version 115, Firefox ESR version 102.13, and Thunderbird version 102.13. Generated by AI"
CVE-2023-28275,High,8.8,,386,"11 Apr, 2023","27 Feb, 2024","13 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Microsoft WDAC OLE DB provider for SQL Server is vulnerable to remote code execution. An attacker can exploit this vulnerability by persuading a victim to connect to a malicious SQL server via OLEDB, allowing them to execute arbitrary code on the client system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the client system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft WDAC OLE DB provider for SQL Server. Generated by AI"
CVE-2024-21365,High,8.8,,78,"13 Feb, 2024","27 Feb, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability exists in the Microsoft WDAC OLE DB provider for SQL Server, which could allow a remote attacker to execute arbitrary code on the system. By convincing a user to connect to a malicious SQL database using their SQL client application, the attacker can exploit this vulnerability to execute arbitrary code within the context of the user's SQL client application. Impact: If successfully exploited, this vulnerability could allow an attacker to execute arbitrary code on the system, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2024-20687,High,7.5,,113,"09 Jan, 2024","27 Feb, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The AllJoyn API in Microsoft Windows is vulnerable to a denial of service attack. An attacker can exploit this vulnerability by sending a specially crafted request, causing the system to become unresponsive and resulting in a denial of service. Impact: If this vulnerability is exploited, it could lead to a denial of service, causing the affected system to become unresponsive and potentially disrupting normal operations. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-29363,Critical,9.8,,323,"13 Jun, 2023","27 Feb, 2024","20 Jun, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Pragmatic General Multicast (PGM) component in Microsoft Windows is vulnerable to remote code execution. An attacker can exploit this vulnerability by using a specially crafted file to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the affected system, potentially gaining unauthorized access, stealing sensitive information, or causing further damage. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-36796,High,7.8,,232,"12 Sep, 2023","28 Feb, 2024","05 Feb, 2024",False,False,False,microsoft:.net;microsoft:.net_framework;microsoft:powershell;microsoft:visual_studio_2013;microsoft:visual_studio_2015;microsoft:visual_studio_2017;microsoft:visual_studio_2019;microsoft:visual_studio_2022;microsoft.netcore.app.runtime.win-arm64:microsoft.netcore.app.runtime.win-arm64;microsoft.netcore.app.runtime.win-x64:microsoft.netcore.app.runtime.win-x64;microsoft.netcore.app.runtime.win-x86:microsoft.netcore.app.runtime.win-x86,"Summary: There is a remote code execution vulnerability in Microsoft Visual Studio and .NET. By exploiting this vulnerability, an attacker could execute arbitrary code on the system. The vulnerability exists in Microsoft.DiaSymReader.Native.amd64.dll when reading a corrupted PDB file, affecting Windows systems. To mitigate this vulnerability, users should update their applications to the latest versions of .NET 7.0 or .NET 6.0. If using the affected packages, users should update to the patched versions specified in the advisory. It is recommended to install the latest version of .NET 6.0 or .NET 7.0, which can be downloaded from the official Microsoft website. Additionally, self-contained applications targeting the impacted versions should be recompiled and redeployed. Microsoft has provided a security contact for reporting potential issues and a support channel for questions related to this vulnerability. Impact: If this vulnerability is exploited, an attacker could execute arbitrary code on the system, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: Users can check if they are affected by checking the runtime or SDK versions installed. The advisory provides detailed instructions on how to identify the installed versions. Microsoft has also provided a link to the Microsoft .NET Bounty Program for reporting potential security issues. Generated by AI"
CVE-2022-38043,Medium,5.5,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Security Support Provider Interface (SSPI) in Microsoft Windows is vulnerable to an information disclosure attack. An authenticated attacker can exploit this vulnerability to obtain sensitive information and potentially launch further attacks against the affected system. Impact: If successfully exploited, an attacker can gain access to sensitive information, which can be used to launch further attacks against the system. Remediation: Upgrade to the latest version of Microsoft Windows. Generated by AI"
CVE-2023-34415,Medium,6.5,,330,"06 Jun, 2023","29 Feb, 2024","07 Jan, 2024",False,False,False,ubuntu:firefox;mozilla:firefox;suse:mozillafirefox;suse:mozillafirefox-branding-upstream;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other,"Summary: Mozilla Firefox is vulnerable to a site-isolation bypass vulnerability that allows an attacker to exploit open redirect attacks. This vulnerability affects Firefox versions prior to 114.0. Impact: If exploited, an attacker could bypass site-isolation protections and perform Spectre-like attacks on sites that allow open redirects. This could lead to the disclosure of sensitive information or the execution of arbitrary code. Remediation: Upgrade to Firefox version 114.0 or later. Generated by AI"
CVE-2023-36004,High,7.5,,141,"12 Dec, 2023","27 Feb, 2024","18 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a spoofing vulnerability in the Windows Data Protection Application Programming Interface (DPAPI). This vulnerability could allow an attacker to spoof user interfaces and trick users into providing sensitive information or performing malicious actions. Impact: If exploited, an attacker could deceive users into thinking they are interacting with legitimate interfaces, leading to the disclosure of sensitive information or the execution of unauthorized actions. Remediation: Upgrade to the latest version of Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-24941,Critical,9.8,,358,"09 May, 2023","27 Feb, 2024","15 May, 2023",False,False,False,microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a remote code execution flaw in the Network File System (NFS) component of Microsoft Windows. An attacker can exploit this vulnerability by sending a specially crafted request to execute arbitrary code on the system. Impact: If successfully exploited, an attacker can execute arbitrary code on the affected system, potentially gaining full control over it. This can lead to unauthorized access, data theft, system compromise, and further network exploitation. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the NFS remote code execution vulnerability. Generated by AI"
CVE-2023-24866,Medium,6.5,,414,"14 Mar, 2023","27 Feb, 2024","21 Mar, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is caused by a flaw in the PostScript and PCL6 Class Printer Driver in Microsoft Windows. An attacker can exploit this vulnerability to obtain sensitive information from heap memory and use it to launch further attacks against the affected system. Impact: If a threat actor successfully exploits this vulnerability, they can obtain sensitive information from the affected system's heap memory. This information can be used to launch further attacks, potentially leading to unauthorized access, data breaches, or system compromise. Remediation: Upgrade to the latest version of the PostScript and PCL6 Class Printer Driver in Microsoft Windows. Generated by AI"
CVE-2023-36579,High,7.5,,204,"10 Oct, 2023","27 Feb, 2024","13 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a Denial of Service (DoS) vulnerability in the Message Queuing component of Microsoft Windows. By sending a specially crafted request, a remote attacker can exploit this vulnerability to cause a DoS. Impact: If exploited, this vulnerability can result in a denial of service, causing the affected system to become unresponsive or crash. This can lead to disruption of services and potential loss of data. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
