Used by,Component id,Version id,Origin id,Component name,Component version name,Component origin name,Component origin id,Component origin version name,Vulnerability id,Description,Published on,Updated on,Base score,Exploitability,Impact,Vulnerability source,Remediation status,Remediation target date,Remediation actual date,Remediation comment,URL,Security Risk,Project path,Overall score,CWE Ids,Solution available,Workaround available,Exploit available,CVSS Version,Match type,Reachable
,ec743625-3ee2-457b-9f00-87b50843996a,8f710933-d38c-4070-a63c-55e6e64a5003,f71e0622-00a8-459d-9057-a970736a8a61,jsonwebtoken,8.5.1,npmjs,jsonwebtoken/8.5.1,8.5.1,BDSA-2022-3678 (CVE-2022-23541),node-jsonwebtoken is vulnerable to improper authentication via improper verification of tokens in the key retrieval function. An attacker could exploit this to through successful validation of forged public and private tokens from RSA to HMAC.,12/23/22,12/23/22,5.0,1.6,3.4,BDSA,PATCHED,,,[02/21/2024 10:40 UTC]  Syncing finding 44730582for tool Blackduck Hub  [ https://preprod.armorcode.ai/#/findings/232/1081/44730582 ] -By kunal.parmar@armorcode.io ArmorCode Platform  test-new comment-TRH  [02/19/2024 17:23 UTC]  Test accept risk from AMC  [ https://qa.armorcode.ai/#/findings/449/2363/86649184 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [02/13/2024 12:25 UTC]  asf  [ https://qa.armorcode.ai/#/findings/452/2318/86648072 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [02/13/2024 12:20 UTC]  Updated by runbook: Blackduck_BulkUpdateCheck  [ https://qa.armorcode.ai/#/findings/452/2318/86648072 ] -By SYSTEM ArmorCode Platform  [02/13/2024 12:14 UTC]  Updated by runbook: Test RB-New Bulk  [ https://qa.armorcode.ai/#/findings/452/2318/86648072 ] -By SYSTEM ArmorCode Platform  [02/13/2024 12:12 UTC]  Updated by runbook: Test RB-New Bulk  [ https://qa.armorcode.ai/#/findings/452/2318/86648072 ] -By SYSTEM ArmorCode Platform  [01/30/2024 12:23 UTC]  asfasf  [ https://app.armorcode.com/#/findings/433/2290/464809669 ] -By kunal.parmar@armorcode.io ArmorCode Platform  Updated by runbook: Untitled Runssbook  [ https://preprod.armorcode.ai/#/findings/132/744/15789663 ] -By ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-23541,MEDIUM,broken-crystals 0.0.1,4.4,[CWE-287],true,false,false,CVSS 3.x,Transitive Dependency,false
,b13f6dad-c7b8-4b6a-a553-72ab063ff362,2ef6bdf1-c45c-432c-be92-2a90a2b50a52,2cca18de-5ceb-4786-b7b8-8b74fcdca7a5,libxmljs,0.19.7,npmjs,libxmljs/0.19.7,0.19.7,BDSA-2022-1282 (CVE-2022-21144),"libxmljs is vulnerable to a denial-of-service (DoS) condition due to the insufficient validation of user-provided input, which can lead to an invalid argument being used in a function call. An attacker could cause a vulnerable application to crash by causing the application to process a maliciously crafted input file.",5/9/22,7/17/23,7.5,3.9,3.6,BDSA,IGNORED,,,[02/13/2024 13:35 UTC]  asgasg  [ https://qa.armorcode.ai/#/findings/474/2382/86649021 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/30/2024 12:23 UTC]  asfasf  [ https://app.armorcode.com/#/findings/433/2290/464809670 ] -By kunal.parmar@armorcode.io ArmorCode Platform  Updated by runbook: Untitled Runssbook  [ https://preprod.armorcode.ai/#/findings/132/744/15789664 ] -By ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-21144,MEDIUM,broken-crystals 0.0.1,6.7,[CWE-20],true,false,true,CVSS 3.x,Transitive Dependency,false
,213461e4-29a5-4b35-b33c-d7f122dffd1f,69332d50-f793-4557-9ccd-ef4e6a278695,3c10c76e-af4e-4d7d-b756-ee32e5345f3a,minimatch,3.0.4,npmjs,minimatch/3.0.4,3.0.4,BDSA-2022-2922 (CVE-2022-3517),Minimatch package contains a regular expression denial-of-service (ReDoS) vulnerability because of improper input validation. An attacker could exploit this flaw by calling the `braceExpand()` function with specific arguments.,10/18/22,10/18/22,7.5,3.9,3.6,BDSA,IGNORED,,,[02/13/2024 13:35 UTC]  asgasg  [ https://qa.armorcode.ai/#/findings/474/2382/86649022 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/30/2024 12:23 UTC]  asfasf  [ https://app.armorcode.com/#/findings/433/2290/464809671 ] -By kunal.parmar@armorcode.io ArmorCode Platform  Updated by runbook: Untitled Runssbook  [ https://preprod.armorcode.ai/#/findings/132/744/15789665 ] -By ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-3517,MEDIUM,broken-crystals 0.0.1,6.5,"[CWE-20, CWE-400]",true,false,false,CVSS 3.x,Transitive Dependency,false
,2b22a25b-b31e-447c-b3cd-713885d01342,66cd156b-4e8b-4df8-a0fe-68442bdfb22b,760b6b9d-997b-46ed-ba94-8ff2d5f23496,node-cookiejar,2.1.2,npmjs,cookiejar/2.1.2,2.1.2,BDSA-2022-4250 (CVE-2022-25901),CookieJar contains a regular expression denial-of-service (ReDoS) vulnerability. An attacker could supply a maliciously crafted cookie string to cause the excessive consumption of system resources and result in a denial-of-service (DoS) condition.,9/12/23,9/12/23,7.5,3.9,3.6,BDSA,IGNORED,,,[02/13/2024 13:35 UTC]  agasg  [ https://qa.armorcode.ai/#/findings/474/2382/86649023 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/30/2024 12:23 UTC]  asfasf  [ https://app.armorcode.com/#/findings/433/2290/464809672 ] -By kunal.parmar@armorcode.io ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-25901,MEDIUM,broken-crystals 0.0.1,6.7,"[CWE-185, CWE-834]",true,false,true,CVSS 3.x,Transitive Dependency,false
,1dc0393b-0f60-4915-8a51-01e430c6ad19,cf207125-704c-4ec2-a471-9edbd0f86d29,9d5ea4ab-aa83-42d2-98c0-6d26e0211fa4,node-ip,2.0.0,npmjs,ip/2.0.0,2.0.0,BDSA-2024-0352 (CVE-2023-42282),"NPM IP package does not properly distinguish internal and external IP addresses. The function `isPublic` could be bypassed by submitting private IP addresses in hexadecimal encoding. This could allow an attacker to submit requests to the internal infrastructure of the server, resulting in server-side request forgery (SSRF).",2/16/24,4/12/24,7.2,3.9,2.7,BDSA,REMEDIATION_COMPLETE,,,[04/08/2024 09:50 UTC]  Syncing finding 104744323 for tool Blackduck Hub  [ https://qa.armorcode.ai/#/findings/452/2318/104744323 ] -By princetirthankar68@gmail.com ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2023-42282,MEDIUM,broken-crystals 0.0.1,6.5,[CWE-918],true,true,true,CVSS 3.x,Transitive Dependency,false
,be118bd1-808c-48e1-a836-e97b7b5c67b2,0f5f06f2-2432-4c54-b3ac-aea2ed6db030,4de2fb85-cdd1-42d3-b387-9d16ccbafabd,node-semver,5.7.1,npmjs,semver/5.7.1,5.7.1,CVE-2022-25883,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.   ",6/21/23,7/12/23,7.5,3.9,3.6,NVD,IGNORED,,,[11/21/2023 14:45 UTC]  Updated by runbook: BD-1  [ https://qa.armorcode.ai/#/findings/417/2247/70255500 ] -By SYSTEM ArmorCode Platform  Test false positive Test accept risk Test  reopen,https://nvd.nist.gov/vuln/detail/CVE-2022-25883,HIGH,broken-crystals 0.0.1,7.5,[CWE-1333],false,false,false,CVSS 3.x,Transitive Dependency,false
,be118bd1-808c-48e1-a836-e97b7b5c67b2,4d45419e-a908-421a-9d00-f5323281e3b0,0df99efe-48e7-46fc-80be-a4b0b2e5160e,node-semver,6.3.0,npmjs,semver/6.3.0,6.3.0,CVE-2022-25883,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.   ",6/21/23,7/12/23,7.5,3.9,3.6,NVD,IGNORED,,,[11/21/2023 14:45 UTC]  Updated by runbook: BD-1  [ https://qa.armorcode.ai/#/findings/417/2247/70255501 ] -By SYSTEM ArmorCode Platform  [11/21/2023 14:45 UTC]  asf  [ https://qa.armorcode.ai/#/findings/417/2247/70255501 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [11/21/2023 14:31 UTC]  asf  [ https://qa.armorcode.ai/#/findings/417/2247/70255501 ] -By kunal.parmar@armorcode.io ArmorCode Platform  test accept risk  [ https://qa.armorcode.ai/#/findings/337/1821/63743590 ] -By yashwant.joshi@armorcode.io ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-25883,HIGH,broken-crystals 0.0.1,7.5,[CWE-1333],false,false,false,CVSS 3.x,Transitive Dependency,false
,be118bd1-808c-48e1-a836-e97b7b5c67b2,84260692-c126-4ef6-a55b-c7c52ca3adf9,4f14a818-7b67-49a1-acec-94c2b0ff5b1d,node-semver,7.3.5,npmjs,semver/7.3.5,7.3.5,CVE-2022-25883,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.   ",6/21/23,7/12/23,7.5,3.9,3.6,NVD,IGNORED,,,[11/21/2023 14:45 UTC]  Updated by runbook: BD-1  [ https://qa.armorcode.ai/#/findings/417/2247/70255503 ] -By SYSTEM ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-25883,HIGH,broken-crystals 0.0.1,7.5,[CWE-1333],false,false,false,CVSS 3.x,Transitive Dependency,false
,be118bd1-808c-48e1-a836-e97b7b5c67b2,67b73bd0-380d-461c-b83f-e7be4eb9df97,eb1d2983-c93f-4080-98b6-477675523686,node-semver,7.3.7,npmjs,semver/7.3.7,7.3.7,CVE-2022-25883,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.   ",6/21/23,7/12/23,7.5,3.9,3.6,NVD,NEEDS_REVIEW,,,[04/12/2024 12:03 UTC]  MITIGATED custom mapping --- updated comment by armocode  [04/02/2024 06:18 UTC]  MITIGATED custom mapping --- updated comment by armocode  [03/11/2024 14:35 UTC]  MITIGATED custom mapping --- updated comment by armocode  [01/03/2024 07:20 UTC]  MITIGATED custom mapping --- updated comment by armocode  [01/03/2024 07:05 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/23/2023 04:55 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/23/2023 04:52 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/21/2023 14:45 UTC]  Updated by runbook: BD-1  [ https://qa.armorcode.ai/#/findings/417/2247/70255502 ] -By SYSTEM ArmorCode Platform  [11/08/2023 06:12 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/08/2023 06:09 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/08/2023 06:08 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/07/2023 13:24 UTC]  MITIGATED custom mapping --- updated comment by armocode  [11/07/2023 12:19 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/25/2023 06:21 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/20/2023 08:27 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/20/2023 08:25 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/20/2023 07:58 UTC]  testtt  [ https://qa.armorcode.ai/#/findings/394/2132/65911925 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [10/19/2023 15:42 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 15:42 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 15:41 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 15:27 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 14:05 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:47 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:46 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:39 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:38 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:35 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:34 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:33 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:31 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:30 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:28 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:20 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:17 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:13 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:08 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:07 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:06 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:05 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 13:03 UTC]  MITIGATED custom mapping --- updated comment by armocode  [10/19/2023 10:56 UTC]  MITIGATED custom mapping --- updated comment by armocode  [23/10/09 12:19 UTC]  MITIGATED custom mapping --- updated comment by armocode  [23/10/09 12:17]   [23/10/09 12:14]   [23/10/09 12:08]   [] abcd  [ https://qa.armorcode.ai/#/findings/330/1746/64165598 ] -By yashwant.joshi@armorcode.io ArmorCode Platform  Test accept risk  [ https://qa.armorcode.ai/#/findings/337/1821/63743591 ] -By yashwant.joshi@armorcode.io ArmorCode Platform Test re-open  [ https://qa.armorcode.ai/#/findings/337/1821/63743591 ] -By yashwant.joshi@armorcode.io ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-25883,HIGH,broken-crystals 0.0.1,7.5,[CWE-1333],false,false,false,CVSS 3.x,Transitive Dependency,false
,d7e6f01b-4967-48fc-8d07-c2fd547bc6c4,cde6ccc6-fedc-4a79-9c4d-dbba7e95ddae,8434853b-c22f-41dc-bae6-7dc5f020080a,qs -  QS Querystring,6.10.1,npmjs,qs/6.10.1,6.10.1,BDSA-2022-3375 (CVE-2022-24999),qs is vulnerable to denial-of-service (DoS) due to the excessive time required to process `proto` properties of the output JavaScript objects. An unauthenticated attacker could send a request with a manipulated `proto` properties and cause the Node server to freeze as it tries to process the input.,11/28/22,11/28/22,7.5,3.9,3.6,BDSA,NEEDS_REVIEW,,,Updated by runbook: Untitled Runssbook  [ https://preprod.armorcode.ai/#/findings/132/744/15789666 ] -By ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-24999,MEDIUM,broken-crystals 0.0.1,6.7,[CWE-241],true,false,true,CVSS 3.x,Transitive Dependency,false
,4e5c2fb1-d797-41ef-be52-b48e4670e966,6ebfb678-79aa-4acd-b594-c3d498e88082,736c45f6-fcb7-4181-b6d9-09d8f14b2500,shelljs,0.8.4,npmjs,shelljs/0.8.4,0.8.4,BDSA-2022-0052 (CVE-2022-0144),"ShellJS is vulnerable to privilege escalation and denial-of-service (DoS) issues due to how file permissions used by the internal implementation of `shell.exec()` are mishandled.  If ShellJS scripts running locally are using the ShellJS `exec()` function, an attacker with low-level privileges on the system could abuse the flaw in order to leak sensitive information, such as passwords, in order to perform local privilege escalation or shutdown privileged ShellJS processes.  A vendor comment [here](https://github.com/shelljs/shelljs/issues/1058#issuecomment-1008657537) indicates that this issue only impacts the `synchronous` version of `shell.exec()`. All other ShellJS methods (including the `async` usage of `shell.exec()`) should not be impacted.",1/11/22,6/21/23,7.1,1.8,5.2,BDSA,NEW,,,[01/31/2024 11:24 UTC]  Testing bulk status for non comment override. Resurface date as {2024-02-15T11:24:27.24Z}  [ https://app.armorcode.com//#/findings/449/2299/82759037 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 08:17 UTC]  test review script by user   [ https://app.armorcode.com//#/findings/218/881/82759037 ] -By Kunal Parmar ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-0144,MEDIUM,broken-crystals 0.0.1,6.4,[CWE-269],true,false,true,CVSS 3.x,Transitive Dependency,false
,4e5c2fb1-d797-41ef-be52-b48e4670e966,6ebfb678-79aa-4acd-b594-c3d498e88082,736c45f6-fcb7-4181-b6d9-09d8f14b2500,shelljs,0.8.4,npmjs,shelljs/0.8.4,0.8.4,BDSA-2022-0115,ShellJS is vulnerable to information disclosure due to the unsafe handling of the `stdout` and `stderr` streams of the `shell.exec()` function. A local attacker could potentially obtain sensitive data that has been produced by processes by examining the `stdout` file that is produced by ShellJS. This vulnerability can also be leveraged to crash privileged ShellJS processes.  It should be noted that only the synchronous version of `shell.exec()` function is affected by this issue.,1/18/22,1/18/22,7.1,1.8,5.2,BDSA,NEW,,,[01/31/2024 11:24 UTC]  Testing bulk status for non comment override. Resurface date as {2024-02-15T11:24:27.24Z}  [ https://app.armorcode.com//#/findings/449/2299/82759038 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 08:17 UTC]  test review script by user   [ https://app.armorcode.com//#/findings/218/881/82759038 ] -By Kunal Parmar ArmorCode Platform,,MEDIUM,broken-crystals 0.0.1,6.4,"[CWE-200, CWE-276]",true,false,true,CVSS 3.x,Transitive Dependency,false
,76fdd28b-3699-4874-8487-07334d337826,4b5b98f8-1760-440c-bc63-dd4cffa3abdb,03a86154-18a0-4112-a884-03be58a1ff17,tar,4.4.19,npmjs,tar/4.4.19,4.4.19,BDSA-2024-0703 (CVE-2024-28863),node-tar is vulnerable to a denial-of-service (DoS) condition due to missing limits on sub-folder creation during the folder creation process. An attacker could exploit this by generating a large number of sub-folder in order to consume memory on the system running node-tar and or to crash the Node.js client.,3/22/24,3/22/24,6.5,2.8,3.6,BDSA,IGNORED,,,,https://nvd.nist.gov/vuln/detail/CVE-2024-28863,MEDIUM,broken-crystals 0.0.1,5.9,[CWE-400],true,false,true,CVSS 3.x,Transitive Dependency,false
,76fdd28b-3699-4874-8487-07334d337826,371cf804-b48f-4376-85d5-9605b9be6e1f,47cc7b7c-089c-4075-b9e9-beef59b321e8,tar,6.1.11,npmjs,tar/6.1.11,6.1.11,BDSA-2024-0703 (CVE-2024-28863),node-tar is vulnerable to a denial-of-service (DoS) condition due to missing limits on sub-folder creation during the folder creation process. An attacker could exploit this by generating a large number of sub-folder in order to consume memory on the system running node-tar and or to crash the Node.js client.,3/22/24,3/22/24,6.5,2.8,3.6,BDSA,NEW,,,,https://nvd.nist.gov/vuln/detail/CVE-2024-28863,MEDIUM,broken-crystals 0.0.1,5.9,[CWE-400],true,false,true,CVSS 3.x,Transitive Dependency,false
,aaafa54d-8cf5-4c74-9554-20756773f149,6a9937b0-919b-4347-b420-86dbcdaaf1bd,569a29c8-7b42-46c0-80ff-e7f95c85a749,tough-cookie,v2.5.0,npmjs,tough-cookie/2.5.0,2.5.0,BDSA-2023-1661 (CVE-2023-26136),tough-cookie is vulnerable to prototype pollution due to improper handling of cookies when using `CookieJar` in `rejectPublicSuffixes=false` mode.  An attacker can use this vulnerability to override the global object prototype in order to cause unspecified impacts.,7/3/23,7/3/23,9.8,3.9,5.9,BDSA,PATCHED,7/13/23,7/13/23,[01/31/2024 11:24 UTC]  Testing bulk status for non comment override. Resurface date as {2024-02-15T11:24:27.24Z}  [ https://app.armorcode.com//#/findings/449/2299/82759040 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 08:17 UTC]  test review script by user   [ https://app.armorcode.com//#/findings/218/881/82759040 ] -By Kunal Parmar ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2023-26136,HIGH,broken-crystals 0.0.1,8.8,[CWE-915],true,false,true,CVSS 3.x,Transitive Dependency,false
,aaafa54d-8cf5-4c74-9554-20756773f149,579912c4-116c-4d50-b6af-11b9caf639ed,933cf75f-590d-4111-8060-ddc3e5703063,tough-cookie,4.0.0,npmjs,tough-cookie/4.0.0,4.0.0,BDSA-2023-1661 (CVE-2023-26136),tough-cookie is vulnerable to prototype pollution due to improper handling of cookies when using `CookieJar` in `rejectPublicSuffixes=false` mode.  An attacker can use this vulnerability to override the global object prototype in order to cause unspecified impacts.,7/3/23,7/3/23,9.8,3.9,5.9,BDSA,IGNORED,,,[02/13/2024 13:30 UTC]  agasg  [ https://qa.armorcode.ai/#/findings/474/2382/86649031 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/30/2024 12:08 UTC]  asf  [ https://app.armorcode.com/#/findings/433/2290/464809680 ] -By kunal.parmar@armorcode.io ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2023-26136,HIGH,broken-crystals 0.0.1,8.8,[CWE-915],true,false,true,CVSS 3.x,Transitive Dependency,false
,b89ed7e5-2a90-4b70-b055-f837a900fba1,ca2760e7-0602-4b81-8b3b-8d103cbd06cd,8f61d70c-bc18-4f39-a5bc-4f1b354eb36d,Webpack,v5.28.0,npmjs,webpack/5.28.0,5.28.0,BDSA-2023-1408 (CVE-2023-28154),Webpack does not properly prevent cross-realm object access when executing [magic comments](https://webpack.js.org/api/module-methods/#magic-comments). This allows an attacker who controls a property of an untrusted object to obtain access to the real global object.  **Note:** The vulnerability can only be exploited when building untrusted code.,6/7/23,6/7/23,9.1,3.9,5.2,BDSA,IGNORED,,,[02/19/2024 05:38 UTC]  taf111  [ https://qa.armorcode.ai/#/findings/449/2363/86649166 ] -By kunal.parmar@armorcode.io ArmorCode Platform  TRH-test comment 1   [02/14/2024 10:05 UTC]  Syncing finding 44730564for tool Blackduck Hub  [ https://preprod.armorcode.ai/#/findings/232/1081/44730564 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 11:04 UTC]  asfa  [ https://app.armorcode.com//#/findings/449/2299/82759010 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [12/06/2023 07:24 UTC]  111344  [ https://qa.armorcode.ai/#/findings/417/2179/73274297 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [12/06/2023 07:22 UTC]  test  [ https://qa.armorcode.ai/#/findings/417/2179/73274297 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [11/28/2023 13:31 UTC]  222  [ https://qa.armorcode.ai/#/findings/299/1559/71966245 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [11/28/2023 07:12 UTC]  test111  [ https://qa.armorcode.ai/#/findings/417/2179/71914084 ] -By kunal.parmar@armorcode.io ArmorCode Platform  aaaaa  hello,https://nvd.nist.gov/vuln/detail/CVE-2023-28154,HIGH,broken-crystals 0.0.1,8.2,[CWE-668],true,false,true,CVSS 3.x,Transitive Dependency,false
,576a8e04-8944-4817-a922-cdb87a8deea5,e0227cfa-227d-4208-8542-84bb7285a1ad,68ddfe20-9e4e-415d-b3d8-5c8252861ed8,webpack/loader-utils,2.0.0,npmjs,loader-utils/2.0.0,2.0.0,BDSA-2022-3812 (CVE-2022-37603),Webpack loader-utils contains a regular expression denial-of-service (ReDoS) vulnerability. An unauthenticated attacker can exploit this using crafted expressions to cause a system crash.,1/20/23,1/20/23,7.5,3.9,3.6,BDSA,PATCHED,,,[01/31/2024 11:24 UTC]  Testing bulk status for non comment override. Resurface date as {2024-02-15T11:24:27.24Z}  [ https://app.armorcode.com//#/findings/449/2299/82759042 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 08:17 UTC]  test review script by user   [ https://app.armorcode.com//#/findings/218/881/82759042 ] -By None ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-37603,MEDIUM,broken-crystals 0.0.1,6.5,[CWE-185],true,false,false,CVSS 3.x,Transitive Dependency,false
,576a8e04-8944-4817-a922-cdb87a8deea5,e0227cfa-227d-4208-8542-84bb7285a1ad,68ddfe20-9e4e-415d-b3d8-5c8252861ed8,webpack/loader-utils,2.0.0,npmjs,loader-utils/2.0.0,2.0.0,BDSA-2022-3811 (CVE-2022-37599),Webpack Loader-Utils contains a regular expression denial-of-service (ReDoS) vulnerability. This vulnerability can be exploited remotely by an unauthenticated user.,1/20/23,1/20/23,7.5,3.9,3.6,BDSA,IGNORED,,,[01/31/2024 08:33 UTC]  ignore test override Resurface date as {2024-02-15T08:33:52.41Z}  [ https://app.armorcode.com//#/findings/218/838/82759041 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [01/31/2024 08:33 UTC]  ignore test override Resurface date as {2024-02-15T08:33:52.41Z}  [01/31/2024 08:33 UTC]  ignore test override Resurface date as {2024-02-15T08:33:52.41Z}  [ https://app.armorcode.com//#/findings/218/838/82759041 ] -By kunal.parmar@armorcode.io ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-37599,MEDIUM,broken-crystals 0.0.1,6.5,[CWE-185],true,false,false,CVSS 3.x,Transitive Dependency,false
,576a8e04-8944-4817-a922-cdb87a8deea5,e0227cfa-227d-4208-8542-84bb7285a1ad,68ddfe20-9e4e-415d-b3d8-5c8252861ed8,webpack/loader-utils,2.0.0,npmjs,loader-utils/2.0.0,2.0.0,BDSA-2022-3814 (CVE-2022-37601),webpack loader-utils contains a prototype pollution vulnerability.  Applications that use this library may be vulnerable to various attacks that can range in severity based on how the library is implemented and what control an attacker has on input.,1/20/23,1/20/23,8.1,2.2,5.9,BDSA,NEEDS_REVIEW,4/18/23,,[02/13/2024 13:34 UTC]  te111  [ https://qa.armorcode.ai/#/findings/474/2382/86649033 ] -By kunal.parmar@armorcode.io ArmorCode Platform  [02/13/2024 13:30 UTC]  asfasf  [ https://qa.armorcode.ai/#/findings/474/2382/86649033 ] -By kunal.parmar@armorcode.io ArmorCode Platform  null  [ https://app.armorcode.com/#/findings/294/1629/264614657 ] -By ArmorCode Platform,https://nvd.nist.gov/vuln/detail/CVE-2022-37601,HIGH,broken-crystals 0.0.1,7.1,[CWE-94],true,false,false,CVSS 3.x,Transitive Dependency,false
