"CVE ID","Component","Version","Attack Vector","CVSS Score","CVSS Version","CWE ID","CWE Name","Impact Score","Number of Known Exploits","Number of Known Attacks","Status","CVE Resolution","What is this vulnerability"
"CVE-2020-25675","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","In the CropImage() and CropImageToTiles() routines of MagickCore/transform.c, rounding calculations performed on unconstrained pixel offsets was causing undefined behavior in the form of integer overflow and out-of-range values as reported by UndefinedBehaviorSanitizer. Such issues could cause a negative impact to application availability or other problems related to undefined behavior, in cases where ImageMagick processes untrusted input data. The upstream patch introduces functionality to constrain the pixel offsets and prevent these issues. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-25676","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-190","","Low","1","0","TO FIX","NA","In CatromWeights(), MeshInterpolate(), InterpolatePixelChannel(), InterpolatePixelChannels(), and InterpolatePixelInfo(), which are all functions in /MagickCore/pixel.c, there were multiple unconstrained pixel offset calculations which were being used with the floor() function. These calculations produced undefined behavior in the form of out-of-range and integer overflows, as identified by UndefinedBehaviorSanitizer. These instances of undefined behavior could be triggered by an attacker who is able to supply a crafted input file to be processed by ImageMagick. These issues could impact application availability or potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27750","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/colorspace-private.h and MagickCore/quantum.h. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned char` and math division by zero. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27751","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/quantum-export.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned long long` as well as a shift exponent that is too large for 64-bit type. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27753","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-401","","Low","1","0","TO FIX","NA","There are several memory leaks in the MIFF coder in /coders/miff.c due to improper image depth values, which can be triggered by a specially crafted input file. These leaks could potentially lead to an impact to application availability or cause a denial of service. It was originally reported that the issues were in `AcquireMagickMemory()` because that is where LeakSanitizer detected the leaks, but the patch resolves issues in the MIFF coder, which incorrectly handles data being passed to `AcquireMagickMemory()`. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27754","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","In IntensityCompare() of /magick/quantize.c, there are calls to PixelPacketIntensity() which could return overflowed values to the caller when ImageMagick processes a crafted input file. To mitigate this, the patch introduces and uses the ConstrainPixelIntensity() function, which forces the pixel intensities to be within the proper bounds in the event of an overflow. This flaw affects ImageMagick versions prior to 6.9.10-69 and 7.0.8-69."
"CVE-2021-20243","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/resize.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability."
"CVE-2020-27755","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-401","","Low","1","0","TO FIX","NA","in SetImageExtent() of /MagickCore/image.c, an incorrect image depth size can cause a memory leak because the code which checks for the proper image depth size does not reset the size in the event there is an invalid size. The patch resets the depth to a proper size before throwing an exception. The memory leak can be triggered by a crafted input file that is processed by ImageMagick and could cause an impact to application reliability, such as denial of service. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27756","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-190","","Low","1","0","TO FIX","NA","In ParseMetaGeometry() of MagickCore/geometry.c, image height and width calculations can lead to divide-by-zero conditions which also lead to undefined behavior. This flaw can be triggered by a crafted input file processed by ImageMagick and could impact application availability. The patch uses multiplication in addition to the function `PerceptibleReciprocal()` in order to prevent such divide-by-zero conditions. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27757","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A floating point math calculation in ScaleAnyToQuantum() of /MagickCore/quantum-private.h could lead to undefined behavior in the form of a value outside the range of type unsigned long long. The flaw could be triggered by a crafted input file under certain conditions when it is processed by ImageMagick. Red Hat Product Security marked this as Low because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27758","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in coders/txt.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned long long`. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27759","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","In IntensityCompare() of /MagickCore/quantize.c, a double value was being casted to int and returned, which in some cases caused a value outside the range of type `int` to be returned. The flaw could be triggered by a crafted input file under certain conditions when processed by ImageMagick. Red Hat Product Security marked this as Low severity because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27760","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","0","0","TO FIX","NA","In `GammaImage()` of /MagickCore/enhance.c, depending on the `gamma` value, it's possible to trigger a divide-by-zero condition when a crafted input file is processed by ImageMagick. This could lead to an impact to application availability. The patch uses the `PerceptibleReciprocal()` to prevent the divide-by-zero from occurring. This flaw affects ImageMagick versions prior to ImageMagick 7.0.8-68."
"CVE-2020-27761","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","WritePALMImage() in /coders/palm.c used size_t casts in several areas of a calculation which could lead to values outside the range of representable type `unsigned long` undefined behavior when a crafted input file was processed by ImageMagick. The patch casts to `ssize_t` instead to avoid this issue. Red Hat Product Security marked the Severity as Low because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to ImageMagick 7.0.9-0."
"CVE-2020-27762","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in coders/hdr.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned char`. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to ImageMagick 7.0.8-68."
"CVE-2020-27763","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-369","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/resize.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27764","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","In /MagickCore/statistic.c, there are several areas in ApplyEvaluateOperator() where a size_t cast should have been a ssize_t cast, which causes out-of-range values under some circumstances when a crafted input file is processed by ImageMagick. Red Hat Product Security marked this as Low severity because although it could potentially lead to an impact to application availability, no specific impact was shown in this case. This flaw affects ImageMagick versions prior to 6.9.10-69."
"CVE-2021-20224","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","An integer overflow issue was discovered in ImageMagick's ExportIndexQuantum() function in MagickCore/quantum-export.c. Function calls to GetPixelIndex() could result in values outside the range of representable for the 'unsigned char'. When ImageMagick processes a crafted pdf file, this could lead to an undefined behaviour or a crash."
"CVE-2020-27765","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-369","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/segment.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27767","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/quantum.h. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of types `float` and `unsigned char`. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27768","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","In ImageMagick, there is an outside the range of representable values of type 'unsigned int' at MagickCore/quantum-private.h. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27769","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","0","0","TO FIX","NA","In ImageMagick versions before 7.0.9-0, there are outside the range of representable values of type 'float' at MagickCore/quantize.c."
"CVE-2020-27770","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-190","","Low","1","0","TO FIX","NA","Due to a missing check for 0 value of `replace_extent`, it is possible for offset `p` to overflow in SubstituteString(), causing potential impact to application availability. This could be triggered by a crafted input file that is processed by ImageMagick. This flaw affects ImageMagick versions prior to 7.0.8-68."
"CVE-2020-27771","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","In RestoreMSCWarning() of /coders/pdf.c there are several areas where calls to GetPixelIndex() could result in values outside the range of representable for the unsigned char type. The patch casts the return value of GetPixelIndex() to ssize_t type to avoid this bug. This undefined behavior could be triggered when ImageMagick processes a crafted pdf file. Red Hat Product Security marked this as Low severity because although it could potentially lead to an impact to application availability, no specific impact was demonstrated in this case. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27772","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in coders/bmp.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned int`. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27773","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-369","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/gem-private.h. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type `unsigned char` or division by zero. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27775","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/quantum.h. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type unsigned char. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-27776","imagemagick","6.9.10.23","LOCAL","3.30","3.1","CWE-190","","Low","1","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/statistic.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of values outside the range of type unsigned long. This would most likely lead to an impact to application availability, but could potentially cause other problems related to undefined behavior. This flaw affects ImageMagick versions prior to 7.0.9-0."
"CVE-2020-29599","imagemagick","6.9.10.23","LOCAL","7.80","3.1","CWE-91","","Low","1","0","TO FIX","NA","ImageMagick before 6.9.11-40 and 7.x before 7.0.10-40 mishandles the -authenticate option, which allows setting a password for password-protected PDF files. The user-controlled password was not properly escaped/sanitized and it was therefore possible to inject additional shell commands via coders/pdf.c."
"CVE-2021-20176","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","1","0","TO FIX","NA","A divide-by-zero flaw was found in ImageMagick 6.9.11-57 and 7.0.10-57 in gem.c. This flaw allows an attacker who submits a crafted file that is processed by ImageMagick to trigger undefined behavior through a division by zero. The highest threat from this vulnerability is to system availability."
"CVE-2021-20244","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/visual-effects.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability."
"CVE-2021-20245","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in coders/webp.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability."
"CVE-2021-20246","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-369","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick in MagickCore/resample.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability."
"CVE-2021-20309","imagemagick","6.9.10.23","NETWORK","7.50","3.1","CWE-369","","Medium","0","0","TO FIX","NA","A flaw was found in ImageMagick in versions before 7.0.11 and before 6.9.12, where a division by zero in WaveImage() of MagickCore/visual-effects.c may trigger undefined behavior via a crafted image file submitted to an application using ImageMagick. The highest threat from this vulnerability is to system availability."
"CVE-2021-20312","imagemagick","6.9.10.23","NETWORK","7.50","3.1","CWE-190","","Medium","0","0","TO FIX","NA","A flaw was found in ImageMagick in versions 7.0.11, where an integer overflow in WriteTHUMBNAILImage of coders/thumbnail.c may trigger undefined behavior via a crafted image file that is submitted by an attacker and processed by an application using ImageMagick. The highest threat from this vulnerability is to system availability."
"CVE-2021-20313","imagemagick","6.9.10.23","NETWORK","7.50","3.1","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Medium","0","0","TO FIX","NA","A flaw was found in ImageMagick in versions before 7.0.11. A potential cipher leak when the calculate signatures in TransformSignature is possible. The highest threat from this vulnerability is to data confidentiality."
"CVE-2021-4219","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-20","","Low","0","0","TO FIX","NA","A flaw was found in ImageMagick. The vulnerability occurs due to improper use of open functions and leads to a denial of service. This flaw allows an attacker to crash the system."
"CVE-2022-1114","imagemagick","6.9.10.23","LOCAL","7.10","3.1","CWE-416","","Low","0","0","TO FIX","NA","A heap-use-after-free flaw was found in ImageMagick's RelinquishDCMInfo() function of dcm.c file. This vulnerability is triggered when an attacker passes a specially crafted DICOM image file to ImageMagick for conversion, potentially leading to information disclosure and a denial of service."
"CVE-2022-1115","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-787","","Low","0","0","TO FIX","NA","A heap-buffer-overflow flaw was found in ImageMagick’s PushShortPixel() function of quantum-private.h file. This vulnerability is triggered when an attacker passes a specially crafted TIFF image file to ImageMagick for conversion, potentially leading to a denial of service."
"CVE-2022-3213","imagemagick","6.9.10.23","LOCAL","5.50","3.1","CWE-787","","Low","0","0","TO FIX","NA","A heap buffer overflow issue was found in ImageMagick. When an application processes a malformed TIFF file, it could lead to undefined behavior or a crash causing a denial of service."
"CVE-2022-32545","imagemagick","6.9.10.23","LOCAL","7.80","3.1","CWE-190","","Low","0","0","TO FIX","","A vulnerability was found in ImageMagick, causing an outside the range of representable values of type 'unsigned char' at coders/psd.c, when crafted or untrusted input is processed. This leads to a negative impact to application availability or other problems related to undefined behavior."
"CVE-2022-32546","imagemagick","6.9.10.23","LOCAL","7.80","3.1","CWE-190","","Low","0","0","TO FIX","","A vulnerability was found in ImageMagick, causing an outside the range of representable values of type 'unsigned long' at coders/pcl.c, when crafted or untrusted input is processed. This leads to a negative impact to application availability or other problems related to undefined behavior."
"CVE-2022-32547","imagemagick","6.9.10.23","LOCAL","7.80","3.1","CWE-704","","Medium","0","0","TO FIX","","In ImageMagick, there is load of misaligned address for type 'double', which requires 8 byte alignment and for type 'float', which requires 4 byte alignment at MagickCore/property.c. Whenever crafted or untrusted input is processed by ImageMagick, this causes a negative impact to application availability or other problems related to undefined behavior."
"CVE-2019-20795","iproute2","4.20.0","LOCAL","4.40","3.1","CWE-416","Use After Free","Low","0","0","TO FIX","NA","iproute2 before 5.1.0 has a use-after-free in get_netnsid_from_name in ip/ipnetns.c. NOTE: security relevance may be limited to certain uses of setuid that, although not a default, are sometimes a configuration option offered to end users. Even when setuid is used, other factors (such as C library configuration) may block exploitability."
"CVE-2019-11360","iptables","1.8.2","LOCAL","4.20","3.1","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Low","1","0","TO FIX","NA","A buffer overflow in iptables-restore in netfilter iptables 1.8.2 allows an attacker to (at least) crash the program or potentially gain code execution via a specially crafted iptables-save file. This is related to add_param_to_argv in xshared.c."
"CVE-2017-8834","libcroco","0.6.12","NETWORK","6.50","3.1","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Low","1","0","TO FIX","NA","The cr_tknzr_parse_comment function in cr-tknzr.c in libcroco 0.6.12 allows remote attackers to cause a denial of service (memory allocation error) via a crafted CSS file."
"CVE-2017-8871","libcroco","0.6.12","NETWORK","6.50","3.1","CWE-835","Loop with Unreachable Exit Condition ('Infinite Loop')","Low","1","0","TO FIX","NA","The cr_parser_parse_selector_core function in cr-parser.c in libcroco 0.6.12 allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a crafted CSS file."
"CVE-2020-12825","libcroco","0.6.12","NETWORK","7.10","3.1","CWE-674","Uncontrolled Recursion","Low","1","0","TO FIX","NA","libcroco through 0.6.13 has excessive recursion in cr_parser_parse_any_core in cr-parser.c, leading to stack consumption."
"CVE-2021-27815","libexif","0.6.21","LOCAL","5.50","3.1","CWE-476","","Low","1","0","TO FIX","NA","NULL Pointer Deference in the exif command line tool, when printing out XML formatted EXIF data, in exif v0.6.22 and earlier allows attackers to cause a Denial of Service (DoS) by uploading a malicious JPEG file, causing the application to crash."
"CVE-2019-12904","libgcrypt","1.8.4","NETWORK","5.90","3.1","CWE-310","Cryptographic Issues","Low","0","0","TO FIX","NA","** DISPUTED ** In Libgcrypt 1.8.4, the C implementation of AES is vulnerable to a flush-and-reload side-channel attack because physical addresses are available to other processes. (The C implementation is used on platforms where an assembly-language implementation is unavailable.) NOTE: the vendor's position is that the issue report cannot be validated because there is no description of an attack."
"CVE-2019-12290","libidn","2.0.5","NETWORK","7.50","3.1","CWE-20","Improper Input Validation","Medium","0","0","TO FIX","NA","GNU libidn2 before 2.2.0 fails to perform the roundtrip checks specified in RFC3490 Section 4.2 when converting A-labels to U-labels. This makes it possible in some circumstances for one domain to impersonate another. By creating a malicious domain that matches a target domain except for the inclusion of certain punycoded Unicode characters (that would be discarded when converted first to a Unicode label and then back to an ASCII label), arbitrary domains can be impersonated."
"CVE-2017-15232","libjpeg-turbo","1.5.2","NETWORK","6.50","3.0","CWE-476","NULL Pointer Dereference","Low","1","0","TO FIX","NA","libjpeg-turbo 1.5.2 has a NULL Pointer Dereference in jdpostct.c and jquant1.c via a crafted JPEG file."
"CVE-2020-17541","libjpeg-turbo","1.5.2","NETWORK","8.80","3.1","CWE-787","","Medium","1","0","TO FIX","NA","Libjpeg-turbo all version have a stack-based buffer overflow in the ""transform"" component. A remote attacker can send a malformed jpeg file to the service and cause arbitrary code execution or denial of service of the target service."
"CVE-2019-6129","libpng","1.6.36","NETWORK","6.50","3.0","CWE-401","Resource Management Errors","Low","1","0","TO FIX","","** DISPUTED ** png_create_info_struct in png.c in libpng 1.6.36 has a memory leak, as demonstrated by pngcp. NOTE: a third party has stated ""I don't think it is libpng's job to free this buffer."""
"CVE-2019-9893","libseccomp","2.3.3","NETWORK","9.80","3.0","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","Medium","0","0","TO FIX","NA","libseccomp before 2.4.0 did not correctly generate 64-bit syscall argument comparisons using the arithmetic operators (LT, GT, LE, GE), which might able to lead to bypassing seccomp filters and potential privilege escalations."
"CVE-2019-13115","libssh2","1.8.0","NETWORK","8.10","3.1","CWE-190","Integer Overflow or Wraparound","Medium","1","0","TO FIX","NA","In libssh2 before 1.9.0, kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c has an integer overflow that could lead to an out-of-bounds read in the way packets are read from the server. A remote attacker who compromises a SSH server may be able to disclose sensitive information or cause a denial of service condition on the client system when a user connects to the server. This is related to an _libssh2_check_length mistake, and is different from the various issues fixed in 1.8.1, such as CVE-2019-3855."
"CVE-2019-17498","libssh2","1.8.0","NETWORK","8.10","3.1","CWE-190","Integer Overflow or Wraparound","Medium","3","0","TO FIX","NA","In libssh2 v1.9.0 and earlier versions, the SSH_MSG_DISCONNECT logic in packet.c has an integer overflow in a bounds check, enabling an attacker to specify an arbitrary (out-of-bounds) offset for a subsequent memory read. A crafted SSH server may be able to disclose sensitive information or cause a denial of service condition on the client system when a user connects to the server."
"CVE-2018-1000654","libtasn","4.13","LOCAL","5.50","3.0","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","Low","1","0","TO FIX","NA","GNU Libtasn1-4.13 libtasn1-4.13 version libtasn1-4.13, libtasn1-4.12 contains a DoS, specifically CPU usage will reach 100% when running asn1Paser against the POC due to an issue in _asn1_expand_object_id(p_tree), after a long time, the program will be killed. This attack appears to be exploitable via parsing a crafted file."
"CVE-2021-46848","libtasn","4.13","NETWORK","9.10","3.1","CWE-125","","Medium","1","0","TO FIX","NA","GNU Libtasn1 before 4.19.0 has an ETYPE_OK off-by-one array size check that affects asn1_encode_simple_der."
"CVE-2022-21144","libxmljs","0.19.7","NETWORK","7.50","3.1","CWE-400","","Medium","0","0","TO FIX","NA","This affects all versions of package libxmljs. When invoking the libxmljs.parseXml function with a non-buffer argument the V8 code will attempt invoking the .toString method of the argument. If the argument's toString value is not a Function object V8 will crash."
"CVE-2022-29824","libxslt","1.1.32","NETWORK","6.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","In libxml2 before 2.9.14, several buffer handling functions in buf.c (xmlBuf*) and tree.c (xmlBuffer*) don't check for integer overflows. This can result in out-of-bounds memory writes. Exploitation requires a victim to open a crafted, multi-gigabyte XML file. Other software using libxml2's buffer functions, for example libxslt through 1.1.35, is affected as well."
"CVE-2021-41720","lodash","4.17.21","NETWORK","9.80","3.1","CWE-77","","Medium","1","0","TO FIX","NA","** DISPUTED ** A command injection vulnerability in Lodash 4.17.21 allows attackers to achieve arbitrary code execution via the template function. This is a different parameter, method, and version than CVE-2021-23337. NOTE: the vendor's position is that it's the developer's responsibility to ensure that a template does not evaluate code that originates from untrusted input."
"CVE-2019-17543","lz4","1.8.3","NETWORK","8.10","3.1","CWE-787","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","Medium","0","0","TO FIX","NA","LZ4 before 1.9.2 has a heap-based buffer overflow in LZ4_write32 (related to LZ4_compress_destSize), affecting applications that call LZ4_compress_fast with a large input. (This issue can also lead to data corruption.) NOTE: the vendor states ""only a few specific / uncommon usages of the API are at risk."""
"CVE-2022-3517","minimatch","3.0.4","NETWORK","7.50","3.1","CWE-Other","Not assigned - weakness type is not covered by NVD used subset. For more information see NVD categories.","Medium","0","0","TO FIX","NA","A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service."
"CVE-2021-39537","ncurses","6.1","NETWORK","8.80","3.1","CWE-787","","Low","1","0","TO FIX","","An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow."
"CVE-2022-29458","ncurses","6.1","LOCAL","7.10","3.1","CWE-125","","Low","0","0","TO FIX","","ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library."
"CVE-2020-11080","nghttp2","1.36.0","NETWORK","7.50","3.1","CWE-707","Improper Enforcement of Message or Data Structure","Medium","0","0","TO FIX","NA","In nghttp2 before version 1.41.0, the overly large HTTP/2 SETTINGS frame payload causes denial of service. The proof of concept attack involves a malicious client constructing a SETTINGS frame with a length of 14,400 bytes (2400 individual settings entries) over and over again. The attack causes the CPU to spike at 100%. nghttp2 v1.41.0 fixes this vulnerability. There is a workaround to this vulnerability. Implement nghttp2_on_frame_recv_callback callback, and if received frame is SETTINGS frame and the number of settings entries are large (e.g., > 32), then drop the connection."
"CVE-2021-27478","opener","1.5.2","NETWORK","7.50","3.1","CWE-681","","Medium","0","0","TO FIX","NA","A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may cause a denial-of-service condition."
"CVE-2021-27482","opener","1.5.2","NETWORK","7.50","3.1","CWE-125","","Medium","0","0","TO FIX","NA","A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may allow the attacker to read arbitrary data."
"CVE-2021-27498","opener","1.5.2","NETWORK","7.50","3.1","CWE-617","","Medium","0","0","TO FIX","NA","A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may result in a denial-of-service condition."
"CVE-2021-27500","opener","1.5.2","NETWORK","7.50","3.1","CWE-617","","Medium","0","0","TO FIX","NA","A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may result in a denial-of-service condition."
"CVE-2021-20296","openexr","2.2.1","NETWORK","5.30","3.1","CWE-476","","Low","0","0","TO FIX","NA","A flaw was found in OpenEXR in versions before 3.0.0-beta. A crafted input file supplied by an attacker, that is processed by the Dwa decompression functionality of OpenEXR's IlmImf library, could cause a NULL pointer dereference. The highest threat from this vulnerability is to system availability."
"CVE-2021-20298","openexr","2.2.1","NETWORK","7.50","3.1","CWE-787","","Medium","0","0","TO FIX","NA","A flaw was found in OpenEXR's B44Compressor. This flaw allows an attacker who can submit a crafted file to be processed by OpenEXR, to exhaust all memory accessible to the application. The highest threat from this vulnerability is to system availability."
"CVE-2021-20299","openexr","2.2.1","NETWORK","7.50","3.1","CWE-476","","Medium","0","0","TO FIX","NA","A flaw was found in OpenEXR's Multipart input file functionality. A crafted multi-part input file with no actual parts can trigger a NULL pointer dereference. The highest threat from this vulnerability is to system availability."
"CVE-2021-20300","openexr","2.2.1","LOCAL","5.50","3.1","CWE-190","","Low","0","0","TO FIX","NA","A flaw was found in OpenEXR's hufUncompress functionality in OpenEXR/IlmImf/ImfHuf.cpp. This flaw allows an attacker who can submit a crafted file that is processed by OpenEXR, to trigger an integer overflow. The highest threat from this vulnerability is to system availability."
"CVE-2021-20302","openexr","2.2.1","LOCAL","5.50","3.1","CWE-noinfo","Not assigned - insufficient information to classify it. For more information see NVD categories.","Low","0","0","TO FIX","NA","A flaw was found in OpenEXR's TiledInputFile functionality. This flaw allows an attacker who can submit a crafted single-part non-image to be processed by OpenEXR, to trigger a floating-point exception error. The highest threat from this vulnerability is to system availability."
"CVE-2021-20303","openexr","2.2.1","LOCAL","6.10","3.1","CWE-190","","Low","0","0","TO FIX","NA","A flaw found in function dataWindowForTile() of IlmImf/ImfTiledMisc.cpp. An attacker who is able to submit a crafted file to be processed by OpenEXR could trigger an integer overflow, leading to an out-of-bounds write on the heap. The greatest impact of this flaw is to application availability, with some potential impact to data integrity as well."
