Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Vulnerability Tags,Description,Cause,Published,Services,Cluster,Vulnerability Link,Agentless
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0629,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Stack-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,2022-02-17 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0629,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0554,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use of Out-of-range Pointer Offset in GitHub repository vim/vim prior to 8.2.,,2022-02-10 22:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0554,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0685,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use of Out-of-range Pointer Offset in GitHub repository vim/vim prior to 8.2.4418.,,2022-02-20 11:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0685,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0729,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,8.80,needed,,Use of Out-of-range Pointer Offset in GitHub repository vim/vim prior to 8.2.4440.,,2022-02-23 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0729,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0714,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,5.50,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.4436.,,2022-02-22 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0714,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1942,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,2022-05-31 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1942,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1968,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 8.2.,,2022-06-02 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1968,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1796,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 8.2.4979.,,2022-05-19 16:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1796,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1851,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,2022-05-25 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1851,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1629,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,"Buffer Over-read in function find_next_quote in GitHub repository vim/vim prior to 8.2.4925. This vulnerabilities are capable of crashing software, Modify Memory, and possible remote execution",,2022-05-10 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1629,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1733,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.4968.,,2022-05-17 17:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1733,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0413,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 8.2.,,2022-01-30 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0413,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1735,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Classic Buffer Overflow in GitHub repository vim/vim prior to 8.2.4969.,,2022-05-17 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1735,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1785,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.4977.,,2022-05-19 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1785,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1898,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 8.2.,,2022-05-27 09:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1898,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2344,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,,2022-07-08 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2344,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2345,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,,2022-07-08 22:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2345,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2124,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,2022-06-19 10:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2124,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2125,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,2022-06-19 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2125,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2129,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,2022-06-19 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2129,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2126,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,2022-06-19 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2126,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1720,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,"Buffer Over-read in function grab_file_name in GitHub repository vim/vim prior to 8.2.4956. This vulnerability is capable of crashing the software, memory modification, and possible remote execution.",,2022-06-20 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1720,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2343,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0044.,,2022-07-08 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2343,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2571,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0101.,,2022-08-01 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2571,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2581,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.0104.,,2022-08-01 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2581,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2849,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0220.,,2022-08-17 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2849,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2183,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,2022-06-23 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2183,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2206,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,2022-06-26 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2206,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2175,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,2022-06-23 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2175,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2304,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Stack-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.,,2022-07-05 13:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2304,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2845,46,image,low,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Buffer Over-read in GitHub repository vim/vim prior to 9.0.0218.,,2022-08-17 15:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2845,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2946,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Use After Free in GitHub repository vim/vim prior to 9.0.0246.,,2022-08-23 17:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2946,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2923,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,5.50,needed,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0240.,,2022-08-22 21:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2923,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-2980,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,5.50,needed,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0259.,,2022-08-25 20:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-2980,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1621,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,fixed in 2:8.1.2269-1ubuntu5.8,,"Heap buffer overflow in vim_strncpy find_word in GitHub repository vim/vim prior to 8.2.4919. This vulnerability is capable of crashing software, Bypass Protection Mechanism, Modify Memory, and possible remote execution",,2022-05-10 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1621,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-0943,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,fixed in 2:8.1.2269-1ubuntu5.8,,Heap-based Buffer Overflow occurs in vim in GitHub repository vim/vim prior to 8.2.4563.,,2022-03-14 21:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-0943,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1154,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,fixed in 2:8.1.2269-1ubuntu5.8,,Use after free in utf_ptr2char in GitHub repository vim/vim prior to 8.2.4646.,,2022-03-30 12:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1154,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1420,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,5.50,fixed in 2:8.1.2269-1ubuntu5.8,,Use of Out-of-range Pointer Offset in GitHub repository vim/vim prior to 8.2.4774.,,2022-04-21 11:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1420,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1616,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,fixed in 2:8.1.2269-1ubuntu5.8,,"Use after free in append_command in GitHub repository vim/vim prior to 8.2.4895. This vulnerability is capable of crashing software, Bypass Protection Mechanism, Modify Memory, and possible remote execution",,2022-05-07 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1616,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1619,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,fixed in 2:8.1.2269-1ubuntu5.8,,"Heap-based Buffer Overflow in function cmdline_erase_chars in GitHub repository vim/vim prior to 8.2.4899. This vulnerabilities are capable of crashing software, modify memory, and possible remote execution",,2022-05-08 10:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1619,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1620,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.50,fixed in 2:8.1.2269-1ubuntu5.8,,NULL Pointer Dereference in function vim_regexec_string at regexp.c:2729 in GitHub repository vim/vim prior to 8.2.4901. NULL Pointer Dereference in function vim_regexec_string at regexp.c:2729 allows attackers to cause a denial of service (application crash) via a crafted input.,,2022-05-08 11:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1620,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1674,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,5.50,needed,,NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 in GitHub repository vim/vim prior to 8.2.4938. NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 allows attackers to cause a denial of service (application crash) via a crafted input.,,2022-05-12 11:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1674,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-1927,46,image,medium,"vim-runtime,xxd,vim-common,vim-tiny,vim",vim,2:8.1.2269-1ubuntu5.7,BSD-3-clause,7.80,needed,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,2022-05-29 14:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-1927,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-22817,46,image,medium,python3-pil,pillow,7.0.0-4ubuntu0.5,,9.80,fixed in 7.0.0-4ubuntu0.6,,"PIL.ImageMath.eval in Pillow before 9.0.0 allows evaluation of arbitrary expressions, such as ones that use the Python exec method. A lambda expression could also be used,",,2022-01-10 14:12:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-22817,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-45198,46,image,low,python3-pil,pillow,7.0.0-4ubuntu0.5,,7.50,fixed in 7.0.0-4ubuntu0.7,,Pillow before 9.2.0 performs Improper Handling of Highly Compressed GIF Data (Data Amplification).,,2022-11-14 07:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-45198,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-24303,46,image,low,python3-pil,pillow,7.0.0-4ubuntu0.5,,9.10,fixed in 7.0.0-4ubuntu0.7,,Pillow before 9.0.1 allows attackers to delete files because spaces in temporary pathnames are mishandled.,,2022-03-28 02:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-24303,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-26291,46,image,medium,"libmaven3-core-java,maven",maven,3.6.3-1,Apache-2.0,9.10,needed,,"Apache Maven will follow repositories that are defined in a dependency’s Project Object Model (pom) which may be surprising to some users, resulting in potential risk if a malicious actor takes over that repository or is able to insert themselves into a position to pretend to be that repository. Maven is changing the default behavior in 3.8.1+ to no longer follow http (non-SSL) repository references by default. More details available in the referenced urls. If you are currently using a repository manager to govern the repositories used by your builds, you are unaffected by the risks present in the legacy behavior, and are unaffected by this vulnerability and change to default behavior. See this link for more information about repository management: https://maven.apache.org/repository-management.html",,2021-06-16 17:32:49.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-26291,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-27792,46,image,medium,"libgs9-common,libgs9,ghostscript",ghostscript,9.50~dfsg-5ubuntu4.5,BSD-3-Clause~Adobe,7.10,fixed in 9.50~dfsg-5ubuntu4.6,,"A heap-based buffer over write vulnerability was found in GhostScript\'s lp8000_print_page() function in gdevlp8k.c file. An attacker could trick a user to open a crafted PDF file, triggering the heap buffer overflow that could lead to memory corruption or a denial of service.",,2022-08-19 23:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-27792,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-35525,46,image,medium,libsqlite3-0,sqlite3,3.31.1-4ubuntu0.3,GPL-2+,7.50,fixed in 3.31.1-4ubuntu0.4,,"In SQlite 3.31.1, a potential null pointer derreference was found in the INTERSEC query processing.",,2022-09-01 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-35525,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-35527,46,image,medium,libsqlite3-0,sqlite3,3.31.1-4ubuntu0.3,GPL-2+,9.80,fixed in 3.31.1-4ubuntu0.4,,"In SQLite 3.31.1, there is an out of bounds access problem through ALTER TABLE for views that have a nested FROM clause.",,2022-09-01 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-35527,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2022-35737,46,image,medium,libsqlite3-0,sqlite3,3.31.1-4ubuntu0.3,GPL-2+,7.50,fixed in 3.31.1-4ubuntu0.5,,SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of bytes are used in a string argument to a C API.,,2022-08-03 06:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2022/CVE-2022-35737,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-27752,46,image,medium,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,7.10,deferred,,"A flaw was found in ImageMagick in MagickCore/quantum-private.h. An attacker who submits a crafted file that is processed by ImageMagick could trigger a heap buffer overflow. This would most likely lead to an impact to application availability, but could potentially lead to an impact to data integrity as well. This flaw affects ImageMagick versions prior to 7.0.9-0.",,2020-12-08 22:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-27752,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2020-25664,46,image,medium,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,6.10,deferred,,"In WriteOnePNGImage() of the PNG coder at coders/png.c, an improper call to AcquireVirtualMemory() and memset() allows for an out-of-bounds write later when PopShortPixel() from MagickCore/quantum-private.h is called. The patch fixes the calls by adding 256 to rowbytes. An attacker who is able to supply a specially crafted image could affect availability with a low impact to data integrity. This flaw affects ImageMagick versions prior to 6.9.10-68 and 7.0.8-68.",,2020-12-08 21:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-25664,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20313,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,7.50,needed,,A flaw was found in ImageMagick in versions before 7.0.11. A potential cipher leak when the calculate signatures in TransformSignature is possible. The highest threat from this vulnerability is to data confidentiality.,,2021-05-11 23:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20313,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20312,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,7.50,needed,,"A flaw was found in ImageMagick in versions 7.0.11, where an integer overflow in WriteTHUMBNAILImage of coders/thumbnail.c may trigger undefined behavior via a crafted image file that is submitted by an attacker and processed by an application using ImageMagick. The highest threat from this vulnerability is to system availability.",,2021-05-11 23:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20312,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20309,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,7.50,needed,,"A flaw was found in ImageMagick in versions before 7.0.11 and before 6.9.12, where a division by zero in WaveImage() of MagickCore/visual-effects.c may trigger undefined behavior via a crafted image file submitted to an application using ImageMagick. The highest threat from this vulnerability is to system availability.",,2021-05-11 23:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20309,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20241,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,5.50,needed,,A flaw was found in ImageMagick in coders/jp2.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability.,,2021-03-09 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20241,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20243,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,5.50,needed,,A flaw was found in ImageMagick in MagickCore/resize.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability.,,2021-03-09 18:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20243,false
ip-172-31-24-116.us-east-2.compute.internal,ubuntu-focal,CVE-2021-20244,46,image,low,"libmagickcore-6.q16-6-extra,libmagickcore-6.q16-6,libmagickwand-6.q16-6,imagemagick-6.q16,imagemagick-6-common,imagemagick",imagemagick,8:6.9.10.23+dfsg-2.1ubuntu11.4,GPL-2+,5.50,needed,,A flaw was found in ImageMagick in MagickCore/visual-effects.c. An attacker who submits a crafted file that is processed by ImageMagick could trigger undefined behavior in the form of math division by zero. The highest threat from this vulnerability is to system availability.,,2021-03-09 19:15:00.000,,,https://people.canonical.com/~ubuntu-security/cve/2021/CVE-2021-20244,false
