Scan Source,IP,DNS,NetBIOS,OS Group,OS Group Details,OS,QID,Title,Priority,Severity,Port,Protocol,First Detected,Last Detected,CVE ID,Threat,Impact,Solution,Results,Age,Age Bucket,SLA Status,Public Exploit Available,OS/Non-OS,Patch/Config,New?,Tags
On Prem - Internal,144.77.117.61,vmw10amer-p2277.pimco.imswest.sscims.com,VMW10AMER-P2277,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,373540,Oracle Java SE Critical Patch Update - October 2020 (CPUOCT2020),Serious,3,,,44136,44688,"CVE-2020-14803, CVE-2020-14792, CVE-2020-14781, CVE-2020-14782, CVE-2020-14797, CVE-2020-14779, CVE-2020-14796, CVE-2020-14798","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 

Affected Versions: 
Oracle Java JDK and JRE, versions 7u271, 8u261, 11.0.8, 15 and prior 

QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll.",Exploitation could allow an attacker to impact the confidentiality of an affected system.,"The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Java SE CPU - July 2020 (https://www.oracle.com/security-alerts/cpujul2020.html#AppendixJAVA) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - October 2020: JAVA (https://www.oracle.com/security-alerts/cpuoct2020.html#AppendixJAVA)","C:\Program Files\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11
C:\Program Files (x86)\Java\jre1.8.0_231\bin\wsdetect.dll file version is 8.0.2310.11#",554,6. 1-2 Years,Outside SLA,No,Non-OS,Patch,No,W
Laptops - External,192.168.0.27,nb-w-184857,NB-W-184857,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 21H1,375961,Palo Alto Networks GlobalProtect App Portal gateway Buffer Overflow Vulnerability (GPC-13039),Critical,3,,,44536,44690,CVE-2021-3057,"The GlobalProtect app provides a simple way to extend the enterprise security policies out to mobile endpoints. 

Affected Versions : 
GlobalProtect app version 5.2 prior to version 5.2.8 on Windows 
GlobalProtect app versions 5.1.X on Windows 
GlobalProtect app  versions 5.0.X on Windows 

QID Detection Logic (Authenticated): 
This checks for vulnerable version of PanGPS.exe file",A denial-of-service (DoS) vulnerability in Palo Alto Networks GlobalProtect app on Windows systems allows a limited Windows user to send specifically-crafted input to the GlobalProtect app that results in a Windows blue screen of death (BSOD) error..,"Refer to Palo Alto security advisory GPC-13039  (https://security.paloaltonetworks.com/CVE-2021-3057) for updates and patch information.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  GPC-13039 (https://security.paloaltonetworks.com/CVE-2021-3057)",C:\Program Files\Palo Alto Networks\GlobalProtect\PanGPA.exe  Version is  5.2.7.37#,154,4. 91-180 Days,Outside SLA,No,Non-OS,Patch,No,X
On Prem - Internal,10.233.4.71,vme071p00d.pimco.imswest.sscims.com,VME071P00D,Windows Server,Windows_Server_2008,Windows Server 2008 R2 Enterprise 64 bit Edition Service Pack 1,375665,VMware Tools Local Privilege Escalation Vulnerability (VMSA-2021-0013),Serious,3,,,44485,44688,CVE-2021-21999,"VMware Tools is a suite of utilities that enhances the performance of the virtual machine guest operating system and improves management of the virtual machine running on VMware. 


Affected Versions: 
VMware Tools version from 11.0.0 prior to 11.2.6. 

QID Detection Logic:(Authenticated) 
It checks for vulnerable version of VMware tools.",An attacker with normal access to a virtual machine may exploit this issue by placing a malicious file renamed as `openssl.cnf' in an unrestricted directory which would allow code to be executed with elevated privileges.,"To remediate this issue update to VMware Tools version VMware Tools  11.2.6 (https://docs.vmware.com/en/VMware-Tools/11.2/rn/VMware-Tools-1126-Release-Notes.html) 

For more information please visit VMware advisory VMSA-2021-0013 (https://www.vmware.com/security/advisories/VMSA-2021-0013.html)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  VMware Tools for Windows 11.2.6 (https://docs.vmware.com/en/VMware-Tools/11.2/rn/VMware-Tools-1126-Release-Notes.html)",C:\Program Files\VMware\VMware Tools\\vmtoolsd.exe  Version is  11.2.5.26209#,205,5. 180-365 Days,Outside SLA,No,Non-OS,Patch,Yes,Y
On Prem - Internal,10.82.97.79,msw10lv-63829f.pimco.imswest.sscims.com,MSW10LV-63829F,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,91872,Microsoft Windows Elevation of Privilege Vulnerability for March 2022,Critical,4,,,44688,44688,CVE-2022-21967,"Microsoft Windows Security Update -  March 2022 

The KB Articles associated with the update: 
KB5011495 (https://support.microsoft.com/en-in/help/5011495) 
KB5011491 (https://support.microsoft.com/en-in/help/5011491) 
KB5011487 (https://support.microsoft.com/en-in/help/5011487) 
KB5011493 (https://support.microsoft.com/en-in/help/5011493) 
KB5011485 (https://support.microsoft.com/en-in/help/5011485) 
KB5011503 (https://support.microsoft.com/en-in/help/5011503)","Successful exploit could compromise Confidentiality, Integrity and Availability","Please refer to the KB5011495 (https://support.microsoft.com/en-in/help/5011495) 
KB5011491 (https://support.microsoft.com/en-in/help/5011491) 
KB5011487 (https://support.microsoft.com/en-in/help/5011487) 
KB5011493 (https://support.microsoft.com/en-in/help/5011493) 
KB5011485 (https://support.microsoft.com/en-in/help/5011485) 
KB5011503 (https://support.microsoft.com/en-in/help/5011503) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  KB5011495 (https://support.microsoft.com/en-in/help/5011495)  KB5011491 (https://support.microsoft.com/en-in/help/5011491)  KB5011487 (https://support.microsoft.com/en-in/help/5011487)  KB5011493 (https://support.microsoft.com/en-in/help/5011493)  KB5011485 (https://support.microsoft.com/en-in/help/5011485)  KB5011503 (https://support.microsoft.com/en-in/help/5011503)","KB5011503 is not installed 
%windir%\system32\ntoskrnl.exe  Version is  10.0.17763.2114#",2,1. 0-30 Days,Inside SLA,No,OS,Patch,Yes,Z
On Prem - Internal,10.155.54.171,clv235bl-2f5a8d.core.pimcocloud.net,,Unix/Linux,Linux_RHEL,Red Hat Enterprise Linux Server 7.9,372013,Oracle Java SE Critical Patch Update - July 2019,Critical,4,,,44380,44688,"CVE-2019-7317, CVE-2019-2821, CVE-2019-2762, CVE-2019-2769, CVE-2019-2745, CVE-2019-2816, CVE-2019-2842, CVE-2019-2786, CVE-2019-2818, CVE-2019-2766","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK are exposed to five remotely exploitable vulnerabilities that affect various components.  
Affected Versions: 
Oracle Java JDK and JRE, versions Java SE: 7u221, 8u212, 11.0.3, 12.0.1; Java SE Embedded: 8u211 and prior 
QID Detection Logic (Authenticated): 
This QID checks for the file or product version of jvm.dll or wsdetect.dl or verify.dll.","Successful exploitation allows an unauthenticated, remote attacker to execute arbitrary code on the targeted system.","The vendor has released updates (Java SE JDK and JRE 12.0.2, 11.0.4, Java 8 Update 221 or later, Java SE JDK and JRE 7 Update 231) to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Java SE CPU - July 2019 (https://www.oracle.com/technetwork/security-advisory/cpujul2019-5072835.html#AppendixJAVA) and Oracle Doc ID 2552042.1 (https://support.oracle.com/rs?type=doc&id=2552042.1) to obtain more details.
 
Updates for Java 7 are no longer available to the public. Oracle offers updates to Java 7 only for customers who have purchased Java support or have Oracle products that require Java 7.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Doc ID 2552042.1 (https://support.oracle.com/rs?type=doc&id=2552042.1)","Install Location	Version	Detection Type
/usr/lib/jvm/jdk1.7.0_79/bin/java	1.7.0_79-b15	Default
/usr/lib/jvm/jdk1.7.0_79/jre/bin/java	1.7.0_79-b15	Enhanced#",310,5. 180-365 Days,Outside SLA,No,Non-OS,Patch,No,A
On Prem - Internal,10.80.25.111,clv335pw-c03f17.core.pimcocloud.net,CLV335PW-C03F17,Windows Server,Windows_Server_2012,Windows Server 2012 R2 Standard 64 bit Edition,91889,Microsoft .NET Framework Denial of Service (DoS) Vulnerability for April 2022,Serious,3,,,44667,44688,CVE-2022-26832,"A denial of service vulnerability exist in Microsoft .Net Framework. 
Following KBs are covered in this detection: 
KB5012117 
KB5012118 
KB5012120 
KB5012121 
KB5012123 
KB5012324 
KB5012325 
KB5012326 
KB5012327 
KB5012328 
KB5012329 
KB5012330 
KB5012331 
KB5012332 

This security update is rated Important for supported versions of Microsoft .NET Framework. 
.NET Framework 3.5, 3.5.1, 4.6, 4.6.1, 4.6.2, 4.7, 4.7.1, 4.7.2 and 4.8 
QID Detection Logic (Authenticated): 
- Checks for vulnerable version of System.web.dll for .Net Framework",Successful exploitation allows attacker to cause denial of service vulnerability.,"Customers are advised to refer to CVE-2022-26832 (https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26832) for more details pertaining to this vulnerability. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2022-26832 (https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26832)","KB5012326 or KB5012331 is not installed 
%windir%\Microsoft.NET\Framework64\v2.0.50727\System.web.dll Version is 2.0.50727.8955
%windir%\Microsoft.NET\Framework\v2.0.50727\System.web.dll Version is 2.0.50727.8955
%windir%\Microsoft.NET\Framework64\v4.0.30319\System.web.dll Version is 4.8.4465.0
%windir%\Microsoft.NET\Framework\v4.0.30319\System.web.dll Version is 4.8.4465.0#",23,1. 0-30 Days,Inside SLA,No,Non-OS,Patch,Yes,B
On Prem - Internal,10.155.210.40,,,Virtualization,Virtualization_ESXi,VMware ESXi 6.7.0 build 17499825,38170,SSL Certificate - Subject Common Name Does Not Match Server FQDN,Medium,2,443,tcp,44535,44689,,"An SSL Certificate associates an entity (person, organization, host, etc.) with a Public Key. In an SSL connection, the client authenticates the remote server using the server's Certificate and extracts the Public Key in the Certificate to establish the secure connection.
 
A certificate whose Subject commonName or subjectAltName does not match the server FQDN offers only encryption without authentication.
 
Please note that a false positive reporting of this vulnerability is possible in the following case:
 If the common name of the certificate uses a wildcard such as *.somedomainname.com and the reverse DNS resolution of the target IP is not configured. In this case there is no way for Qualys to associate the wildcard common name to the IP. Adding a reverse DNS lookup entry to the target IP will solve this problem.","A man-in-the-middle attacker can exploit this vulnerability in tandem with a DNS cache poisoning attack to lure the client to another server, and then steal all the encryption communication.",Please install a server certificate whose Subject commonName or subjectAltName matches the server FQDN.,"Certificate #0 emailAddress=vmca@vmware.com,CN=csv0v5hpc1n011.core.pimcocloud.net,OU=VMware_Engineering,O=VMware,L=Palo_Alto,ST=California,C=US (csv0v5hpc1n011.core.pimcocloud.net) and IP (10.155.210.40) don't match
(csv0v5hpc1n011.core.pimcocloud.net) and IP (10.155.210.40) don't match#",155,4. 91-180 Days,Inside SLA,No,Non-OS,Config,No,C
AWS - External,10.238.52.104,admin-matador-prod-1,,Unix/Linux,Linux_Ubuntu,Ubuntu Linux 20.04.3,198697,Ubuntu Security Notification for libxml2 Vulnerability (USN-5324-1),Urgent,4,,,44635,44690,CVE-2022-23308,Libxml2 incorrectly handled certain xml files.,"Anattacker could use this issue to cause libxml2 to crash, resulting in adenial of service, or possibly execute arbitrary code.","Refer to Ubuntu security advisory USN-5324-1 (https://ubuntu.com/security/notices/USN-5324-1) for updates and patch information.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  USN-5324-1: Ubuntu Linux (https://ubuntu.com/security/notices/USN-5324-1)","Package	Installed Version	Required Version
libxml2-dev	2.9.10+dfsg-5ubuntu0.20.04.1	2.9.10+dfsg-5ubuntu0.20.04.2
libxml2	2.9.10+dfsg-5ubuntu0.20.04.1	2.9.10+dfsg-5ubuntu0.20.04.2#",55,3. 46-90 Days,Outside SLA,No,OS,Patch,No,D
On Prem - Internal,10.155.52.188,clv235bw-96e6a0.core.pimcocloud.net,CLV235BW-96E6A0,Windows Server,Windows_Server_2012,Windows Server 2012 R2 Standard 64 bit Edition,376442,VMware Tools Denial of Service (DoS) Vulnerability (VMSA-2022-0007),Critical,4,,,44625,44688,CVE-2022-22943,"VMware Tools is a suite of utilities that enhances the performance of the virtual machine guest operating system and improves management of the virtual machine running on VMware. 

Affected Versions: 
VMware Tools version from 10.x.x to 11.x.x. 

QID Detection Logic:(Authenticated) 
It checks for vulnerable version of VMware tools.","A malicious actor with local administrative privileges in the Windows guest OS, where VMware Tools is installed, may be able to execute code with system privileges in the Windows guest OS due to an uncontrolled search path element.","To remediate this issue update to VMware Tools version VMware Tools  12.0.0 (https://docs.vmware.com/en/VMware-Tools/12.0/rn/VMware-Tools-1200-Release-Notes.html) 

For more information please visit VMware advisory VMSA-2022-0007 (https://www.vmware.com/security/advisories/VMSA-2022-0007.html)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  VMware Tools for Windows 12.0.0 (https://docs.vmware.com/en/VMware-Tools/12.0/rn/VMware-Tools-1200-Release-Notes.html)",C:\Program Files\VMware\VMware Tools\\vmtoolsd.exe  Version is  11.2.5.26209#,65,3. 46-90 Days,Outside SLA,No,Non-OS,Patch,No,E
On Prem - Internal,10.80.72.101,vma201dw-b1c7bc.pimco.imswest.sscims.com,VMA201DW-B1C7BC,Windows Server,Windows_Server_2016,Windows Server 2016 Standard 64 bit Edition Version 1607,375665,VMware Tools Local Privilege Escalation Vulnerability (VMSA-2021-0013),Serious,3,,,44379,44688,CVE-2021-21999,"VMware Tools is a suite of utilities that enhances the performance of the virtual machine guest operating system and improves management of the virtual machine running on VMware. 


Affected Versions: 
VMware Tools version from 11.0.0 prior to 11.2.6. 

QID Detection Logic:(Authenticated) 
It checks for vulnerable version of VMware tools.",An attacker with normal access to a virtual machine may exploit this issue by placing a malicious file renamed as `openssl.cnf' in an unrestricted directory which would allow code to be executed with elevated privileges.,"To remediate this issue update to VMware Tools version VMware Tools  11.2.6 (https://docs.vmware.com/en/VMware-Tools/11.2/rn/VMware-Tools-1126-Release-Notes.html) 

For more information please visit VMware advisory VMSA-2021-0013 (https://www.vmware.com/security/advisories/VMSA-2021-0013.html)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  VMware Tools for Windows 11.2.6 (https://docs.vmware.com/en/VMware-Tools/11.2/rn/VMware-Tools-1126-Release-Notes.html)",C:\Program Files\VMware\VMware Tools\\vmtoolsd.exe  Version is  11.2.5.26209#,311,5. 180-365 Days,Outside SLA,No,Non-OS,Patch,No,F
On Prem - Internal,172.21.81.60,nb-18-1157-5.pimco.imswest.sscims.com,NB-18-1157-5,Windows Workstation,Windows_Workstation_7,Windows 7 Enterprise 64 bit Edition Service Pack 1,90954,Windows Update For Credentials Protection and Management (Microsoft Security Advisory 2871997),Serious,3,,,43785,44688,,"Microsoft is announcing the availability of an update that improves credential protection and domain authentication controls to reduce credential theft. This update provides additional protection for the Local Security Authority (LSA), adds a restricted admin mode for Credential Security Support Provider (CredSSP), introduces support for the protected account-restricted domain user category, and enforces stricter authentication policies. 
 
This update is designed to reduce the effectiveness of the Pass the hash attack.
 
Affected Versions: 
Windows 8, Windows RT, Windows Server 2012, Windows 7, and Windows Server 2008 R2 
Note: 
After you install this security update, you can control how installed WDigest credentials can be saved by using a registry setting. To prevent WDigest credentials from being stored in memory, a Group Policy setting can be applied to the ""UseLogonCredential"" registry entry under the following subkey: ""HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\SecurityProviders\WDigest"". If the UseLogonCredential value is set to 0, WDigest will not store credentials in memory.","If this vulnerability is successfully exploited, attackers can steal credentials of the system.","The vendor has released advisories and updates to fix these vulnerabilities. Refer to the following link for further details:
Microsoft Security Advisory 2871997 (https://technet.microsoft.com/library/security/2871997)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Microsoft Security Advisory 2871997 (https://technet.microsoft.com/library/security/2871997)",HKLM\System\CurrentControlSet\Control\SecurityProviders\WDigest UseLogonCredential is missing.#,905,7. 2+ Years,Outside SLA,No,OS,Patch,No,G
On Prem - Internal,10.155.234.8,vmw10amer-p0778.pimco.imswest.sscims.com,VMW10AMER-P0778,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise LTSC 2019 64 bit Edition Version 1809,375620,Adobe Creative Cloud Desktop Application Multiple Vulnerabilities (APSB21-41),Serious,3,,,44380,44687,"CVE-2021-28633, CVE-2021-28594","Adobe Creative Cloud license lets you install apps on more than one computer and activate (sign in) on two. However, you can use your apps on only one computer at a time. This update fixes security bugs in Adobe Creative Cloud Desktop Application. 

Affected Versions:  
Creative Cloud Desktop Application (Installer) 2.4 and earlier version 

QID Detection Logic (authenticated): 
Operating System: Windows 
The QID checks vulnerable version of file ""Creative Cloud Desktop App.exe"".",Successful exploitation of the vulnerability will lead to Creation of Temporary File in Directory with Incorrect Permissions.,"The vendor has released a patch Creative Cloud Desktop Application(Installer) version 2.5 
For more information please visit APSB21-41 (https://helpx.adobe.com/security/products/creative-cloud/apsb21-41.html).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  ASPB21-41 (https://helpx.adobe.com/security/products/creative-cloud/apsb21-41.html)",C:\Program Files (x86)\Adobe\Adobe Creative Cloud\Utils\Creative Cloud Desktop App.exe  Version is  4.7.0.400#,310,5. 180-365 Days,Outside SLA,No,Non-OS,Patch,No,H
Laptops - External,192.168.1.20,minint-am0g9lb,MININT-AM0G9LB,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 1909,91785,Microsoft Windows Print Spooler Remote Code Execution Vulnerability (PrintNightmare),Urgent,4,,,44685,44688,CVE-2021-34527,"The Print Spooler is software built into the Windows operating system that temporarily stores print jobs in the computer's memory until the printer is ready to print them. 

A remote code execution vulnerability exists when the Windows Print Spooler service improperly performs privileged file operations. An attacker who successfully exploited this vulnerability could run arbitrary code with SYSTEM privileges. An attacker could then install programs,view, change, or delete data or create new accounts with full user rights. 

QID Detection Logic (authenticated): 
Detection will flag when Spooler service is running (and ""Allow Print Spooler to accept client connections"" policy is not set to Disable) and the patches are missing. The following KBs and file version(of file spoolsv.exe) are checked: 

KB5004947 - 10.0.17763.2029 
KB5004946 - 10.0.18363.1646 
KB5004945 - 10.0.19041.1803 
KB5004948 - 10.0.14393.4470 
KB5004950 - 10.0.10240.18969 
KB5004953 - 6.1.7601.25633 
KB5004951 - 6.1.7601.25633 
KB5004954 - 6.3.9600.20046 
KB5004958 - 6.3.9600.20046 
KB5004960 - 6.2.9200.23383 
KB5004956 - 6.2.9200.23383 
KB5004955 - 6.0.6003.21138 
KB5004959 - 6.0.6003.21138",Successful exploitation allows an attacker to execute arbitrary code with SYSTEM privileges.,"Please refer to the Security Update Guide (https://portal.msrc.microsoft.com/en-us/security-guidance). Workaround: Determine if the Print Spooler service is running: 
Run the following: 
Get-Service -Name Spooler 
If the Print Spooler is running or if the service is not set to disabled, select one of the following options to either disable the Print Spooler service, or to Disable inbound remote printing through Group Policy: 

Option 1 - Disable the Print Spooler service: 
If disabling the Print Spooler service is appropriate for your enterprise, use the following PowerShell commands:
Stop-Service -Name Spooler -Force 
Set-Service -Name Spooler -StartupType Disabled 
Impact of workaround: Disabling the Print Spooler service disables the ability to print both locally and remotely. 

Option 2 - Disable inbound remote printing through Group Policy: 
You can also configure the settings via Group Policy as follows: 
Computer Configuration / Administrative Templates / Printers 
Disable the ""Allow Print Spooler to accept client connections:"" policy to block remote attacks. 
Impact of workaround This policy will block the remote attack vector by preventing inbound remote printing operations. The system will no longer function as a print server, but local printing to a directly attached device will still be possible. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  CVE-2021-34527 (https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527)","Spooler = SERVICE_RUNNING 
KB5004946 is not installed  
%windir%\system32\spoolsv.exe  Version is  10.0.18362.476#",5,1. 0-30 Days,Inside SLA,Yes,OS,Patch,Yes,I
Laptops - External,192.168.1.6,nb-w-292353,NB-W-292353,Windows Workstation,Windows_Workstation_10,Windows 10 Enterprise 64 bit Edition Version 1903,372014,Microsoft Teams AppLocker Bypass Code Execution Vulnerability,Critical,3,,,44008,44690,,"Microsoft Teams contains a vulnerability that allows execution of arbitrary code by bypassing AppLocker settings. The updater component implemented in Teams is based on the Squirrel framework, and accepts arguments such as ""update"", ""updateRollback"". These allow an attacker to point to an controlled resource, downloading arbitrary files and executing them under the security context of the logged in user. 
Affected Version: 
Microsoft Teams version prior to 1.3.0.362 
QID Detection Logic(Auth): 
QID checks for the vulnerable version of Teams in  ""\AppData\Local\Microsoft\Teams\current"" .",Successful exploitation allows an attacker to execute arbitrary code under the security context of the currently logged in user.,"Customers are advised to update the Microsoft Teams version 1.3.0.362 (https://www.microsoft.com/en-in/microsoft-365/microsoft-teams/download-app) or later. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Microsoft Teams version 1.3.0.362 (https://www.microsoft.com/en-in/microsoft-365/microsoft-teams/download-app)",%systemdrive%\Users\Administrator\AppData\Local\Microsoft\Teams\current\Teams.exe  Version is  1.2.0.34161#,682,6. 1-2 Years,Outside SLA,Yes,Non-OS,Patch,Yes,J
On Prem - Internal,10.140.252.249,,,Network,Network_Cisco_Nexus,Cisco NX-OS 7.0(3)I4(1),316464,Cisco NX-OS Software Remote Package Manager Command Injection Vulnerability(cisco-sa-20190515-nxos-rpm-injec),Serious,3,,,44170,44689,CVE-2019-1732,"A vulnerability in the Remote Package Manager (RPM) subsystem of Cisco NX-OS Software could allow an authenticated, local attacker with administrator credentials to leverage a time-of-check, time-of-use (TOCTOU) race condition to corrupt local variables, which could lead to arbitrary command injection. 

The vulnerability is due to the lack of a proper locking mechanism on critical variables that need to stay static until used. 

 QID Detection Logic(Authenticated)  
It checks for vulnerable version of Cisco NX-OS using show version Command.",A successful exploit could allow the attacker to perform arbitrary command injection.,"Customers are advised to refer to cisco-sa-20190515-nxos-rpm-injec (https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190515-nxos-rpm-injec) for more information.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  cisco-sa-20190515-nxos-rpm-injec (https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190515-nxos-rpm-injec)","Cisco NX-OS Version on target is 7.0(3)I4(1)

Cisco Nexus Operating System (NX-OS) Software
TAC support: http://www.cisco.com/tac
Copyright (C) 2002-2016, Cisco and/or its affiliates.
All rights reserved.
The copyrights to certain works contained in this software are
owned by other third parties and used and distributed under their own
licenses, such as open source.  This software is provided ""as is,"" and unless
otherwise stated, there is no warranty, express or implied, including but not
limited to warranties of merchantability and fitness for a particular purpose.
Certain components of this software are licensed under
the GNU General Public License (GPL) version 2.0 or 
GNU General Public License (GPL) version 3.0  or the GNU
Lesser General Public License (LGPL) Version 2.1 or 
Lesser General Public License (LGPL) Version 2.0. 
A copy of each such license is available at
http://www.opensource.org/licenses/gpl-2.0.php and
http://opensource.org/licenses/gpl-3.0.html and
http://www.opensource.org/licenses/lgpl-2.1.php and
http://www.gnu.org/licenses/old-licenses/library.txt.

Software
BIOS: version 07.51
NXOS: version 7.0(3)I4(1)
BIOS compile time:  02/15/2016
NXOS image file is: bootflash:///nxos.7.0.3.I4.1.bin
NXOS compile time:  5/15/2016 20:00:00 [05/15/2016 23:24:30]


Hardware
cisco Nexus9000 C9396PX Chassis 
Intel(R) Core(TM) i3- CPU @ 2.50GHz with 16401852 kB of memory.
Processor Board ID SAL2026SGRW

Device name: NCSCNJPDRSA503B
bootflash:   53298520 kB
Kernel uptime is 2077 day(s), 6 hour(s), 43 minute(s), 53 second(s)

Last reset 
Reason: Unknown
System version: 7.0(3)I4(1)
Service: 

plugin
Core Plugin, Ethernet Plugin

Active Package(s):#",520,6. 1-2 Years,Outside SLA,No,OS,Patch,No,K
On Prem - Internal,10.155.189.128,clv335pw-5e382e.core.pimcocloud.net,CLV335PW-5E382E,Windows Server,Windows_Server_2012,Windows Server 2012 R2 Standard 64 bit Edition,376546,Oracle Java Standard Edition (SE) Critical Patch Update - April 2022 (CPUAPR2022),Serious,3,,,44674,44688,"CVE-2022-0778, CVE-2022-21476, CVE-2022-21426, CVE-2022-21496, CVE-2022-21434, CVE-2022-21443","Oracle Java Runtime Environment (JRE) is a platform that supports the execution of programs that are developed using the Java programming language. The JRE platform also supports Java Applets, which can be loaded from Web pages. 
Oracle Java JRE and JDK contain multiple remotely exploitable vulnerabilities that affect various components. 
Affected Versions: 
Oracle Java JDK and JRE, versions 7u331, 8u321, 11.0.14, 17.0.2, 18 and prior 

QID Detection Logic (Authenticated): 
Operating System: Windows 
This QID checks for the file or product version of jvm.dll or wsdetect.dll or verify.dll. 

QID Detection Logic (Authenticated): 
Operating System: Linux 
This QID checks product version from the java binary.","Successful exploitation could allow an attacker to affect the confidentiality, integrity and availability of data on the target system.","The vendor has released updates to resolve these issues. 
 
Customers are advised to refer to vendor advisory Oracle Critical Patch Update Advisory - April 2022 (https://www.oracle.com/security-alerts/cpuapr2022.html#AppendixJAVA) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Oracle Critical Patch Update Advisory - April 2022 (https://www.oracle.com/security-alerts/cpuapr2022.html)",C:\Program Files\Java\jre1.8.0_121\bin\wsdetect.dll file version is 8.0.1210.13#,16,1. 0-30 Days,Inside SLA,No,Non-OS,Patch,Yes,L
