Incident Type,Status,Severity,Category,Violation ID,Title,Benchmarks,Custom Policy,Reachability,Reachability Details,Encryption,Encryption Details,Traced,First Detection Date,Resource,Source ID,Details
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-035e1a59c05488632,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:instance/i-09c2116514bc9f867,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:instance/i-00f9559ebf446ae39,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-067afc8f0842c35c0,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:instance/i-0d2449fc33e9b06b4,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0b9a558de63327a44,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-082374f7dfc3f8d8c,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-00802b3b75f834568,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-05bc07da884c84f97,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0afc2aae5f313e7cf,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,""{"219.91.191.173/32","219.91.196.19/32","35.155.184.88/32","47.9.180.11/32","61.2.224.121/32"}"",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0bbf17ad95d9510d2,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0e4a6b20815953a3d,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,"157.33.74.150/32",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0b3d6f9274e32cf39,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-07b6fc8dbc46c8646,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,"157.33.80.164/32",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0866dfe3bc221b3f9,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,""{"152.57.50.76/32","35.84.148.194/32","49.36.215.172/32"}"",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0f1d8239942054b17,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0c6a7fb0a6a6f895c,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0c21fcf0259cbe52b,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-003c031563e12002b,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0d7e2088d5d9ab9bb,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-09375f1999473999f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-08ab02cf58509dc61,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,"{}",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-0da6742faca07588a,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,""{"152.57.187.189/32","44.228.140.108/32","52.10.120.218/32","52.11.5.70/32","52.34.193.241/32","54.184.160.94/32","54.201.143.48/32"}"",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-02bf6b7dd136b20a3,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PRIVATE,"152.57.98.144/32",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-00c795afd79223d08,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Violation,OPEN,HIGH,IAM,BC_AWS_IAM_20,Ensure IAM instance roles are used for AWS resource access from instances,"NIST-800-53,CIS AWS V1.2,CIS AWS V1.3",No,PUBLIC,""{"10.0.0.0/8","52.25.151.49/32"}"",,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:instance/i-049ae7358b9fb0c8f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_20&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/serverless-cw-to-s3-exporter-role:-:arn:aws:iam::034025401910:policy/ListBucketPolicy,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/serverless-cw-to-s3-exporter-role:-:arn:aws:iam::aws:policy/AmazonS3FullAccess,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Elasticsearch-Cloudwatch-log-sync:-:arn:aws:iam::aws:policy/CloudWatchFullAccess,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Elasticsearch-Cloudwatch-log-sync:-:arn:aws:iam::aws:policy/AmazonOpenSearchServiceFullAccess,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/dev-bastion-server:-:es-access,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/cross-account-role:-:es-access,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_41,Ensure unused policies attached to roles are detached,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Avid-Lambda-to-CloudWatch:-:arn:aws:iam::aws:policy/CloudWatchEventsReadOnlyAccess,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_41&status=OPEN
Violation,OPEN,HIGH,General,BC_AWS_MONITORING_3,Ensure a log metric filter and alarm exist for usage of "root" account,"ISO27001,SOC2,PCI-DSS V3.2,HIPAA,CIS AWS V1.2,CIS AWS V1.3",No,,,,,,2022-04-13,034025401910,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_MONITORING_3&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-14,arn:aws:ec2:us-west-2:034025401910:volume/vol-07babdaff3f007d73,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-14,arn:aws:ec2:us-west-2:034025401910:volume/vol-0e47982df10125002,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-088bd72e43c3ca92f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0663f28e3441ebf15,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0da38d1a69d912ea4,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-05090d92fb5973885,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0a98521659833a92b,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0eb37595770f3bda1,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0ee2b5effac80b38a,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0552d6639eccf6796,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0c991b376ed8ab133,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-028b2bc8ca5e93a8d,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0a8e1192100e6775f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0388409ae5669f6e4,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-01aae768e1e35c632,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-050dee4ae5d55c6bb,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0768b1ff6cee0ec02,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-01965d4bb3effbd9d,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-07d53f393c3bcb556,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0c3469c6f19a7215e,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-085842a068d06f051,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0101224afcdd336ef,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0b81ae11681d5c655,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-012ff5de035884ca6,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0a527ed406c710f4a,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0cf58a995b22a2726,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0861474ac68ff1c0c,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-0a681c3f4aa5a4705,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-078ec4ab82d2c3011,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0323c01f7fe76a6a0,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-02b5cf61c90b517f9,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-1:034025401910:volume/vol-088de60c98b822782,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-03c2afd4a95de5c7b,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0cd1ed8b51c9e1271,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0ed6566f744c49f3f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-08de221ff7a9f974f,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-08e8307e407173f4a,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-west-2:034025401910:volume/vol-04acda0f077619f37,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0d0b6022795749f66,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-00aab1ec193cd627b,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-0bc50cd61f874955a,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
Violation,OPEN,LOW,General,BC_AWS_GENERAL_60,Ensure that only encrypted EBS volumes are attached to EC2 instances,Best practices,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:ec2:us-east-2:034025401910:volume/vol-01b4402dad5a75b2d,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_GENERAL_60&status=OPEN
